,PRICE,MILEAGE_KM,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,CAR_AGE,DEREG_VALUE_FROM_SCRAPE_DATE,OMV,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,POWER,LISTING_URL,BRAND
1809,172800.0,61000.0,35889.0,2254.0,5.0,62410.0,43839.0,1984.0,1795.0,248.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284413&DL=2050,Audi
1810,83800.0,23088.0,41001.0,2197.0,4.0,31878.0,14360.0,1193.0,945.0,79.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289679&DL=3074,Mitsubishi
1811,124800.0,70100.0,39406.0,1919.0,5.0,51497.0,35007.0,1987.0,1485.0,170.0,https://www.sgcarmart.com/used_cars/info.php?ID=1254631&DL=2549,Lexus
1812,120500.0,33654.0,58801.0,2795.0,3.0,61757.0,21417.0,1598.0,1315.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287794&DL=4309,Toyota
1813,52500.0,122000.0,49430.0,739.0,8.0,24028.0,24614.0,999.0,1280.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282864&DL=1000&utm_content=SLeligible,Audi
1815,33500.0,120000.0,60001.0,524.0,9.0,20720.0,21159.0,1999.0,1544.0,163.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265365&DL=3647&utm_content=SLeligible,Kia
1816,60800.0,106505.0,41693.0,1462.0,10.0,40414.0,18544.0,1598.0,1205.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1276011&DL=4592&utm_content=SLeligible,Toyota
1818,51800.0,150000.0,46778.0,1191.0,9.0,20861.0,18197.0,1197.0,1229.0,108.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286658&DL=3759,Volkswagen
1819,43800.0,146200.0,61103.0,582.0,9.0,24856.0,24820.0,2488.0,1531.0,189.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281440&DL=3647,Mazda
1822,77800.0,57000.0,38504.0,2374.0,4.0,28836.0,11349.0,1329.0,925.0,93.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289473&DL=2049,Perodua
1824,121800.0,38000.0,52200.0,2555.0,3.0,51335.0,19521.0,1490.0,1563.0,159.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290118&DL=4210,MG
1826,59998.0,153000.0,32121.0,1672.0,15.0,14846.0,33296.0,1995.0,1390.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275616&DL=3008&utm_content=SLeligible,BMW
1827,114888.0,61500.0,49802.0,1186.0,7.0,43933.0,39766.0,1998.0,1425.0,248.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290035&DL=4583,BMW
1828,239800.0,72000.0,97176.0,3013.0,12.0,80563.0,185958.0,5998.0,2320.0,567.0,https://www.sgcarmart.com/used_cars/info.php?ID=1208634&DL=3932&utm_content=SLeligible,Bentley
1829,110800.0,70000.0,33989.0,1733.0,6.0,44994.0,35007.0,1987.0,1485.0,170.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275586&DL=2296&utm_content=SLeligible,Lexus
1832,49800.0,79000.0,53001.0,885.0,8.0,25158.0,19955.0,1798.0,1360.0,140.0,https://www.sgcarmart.com/used_cars/info.php?ID=1246575&DL=2389&utm_content=SLeligible,Toyota
1833,208888.0,32242.0,48010.0,1859.0,6.0,105681.0,75715.0,2996.0,1750.0,384.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282657&DL=3079,Mercedes-Benz
1834,63998.0,128237.0,39619.0,1492.0,10.0,39228.0,27219.0,1395.0,1310.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288121&DL=3382&utm_content=SLeligible,Audi
1835,82000.0,5000.0,50451.0,1279.0,17.0,17720.0,27152.0,1998.0,1270.0,221.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289527&DL=4074&utm_content=SLeligible,Honda
1837,95988.0,65300.0,49156.0,767.0,12.0,70564.0,71328.0,2773.0,1730.0,201.0,https://www.sgcarmart.com/used_cars/info.php?ID=1185038&DL=3259&utm_content=SLeligible,Audi
1838,123500.0,89000.0,42661.0,1372.0,7.0,56567.0,50147.0,1998.0,1530.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283608&DL=1000&utm_content=SLeligible,BMW
1839,169888.0,97000.0,40889.0,2098.0,5.0,71052.0,51261.0,1998.0,1540.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1204489&DL=3662&utm_content=SLeligible,BMW
1840,52800.0,110000.0,25727.0,1736.0,15.0,12419.0,11635.0,1591.0,1264.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289537&DL=3989&utm_content=SLeligible,Hyundai
1841,121800.0,71500.0,38501.0,1467.0,6.0,47404.0,38070.0,1969.0,1841.0,250.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281067&DL=2171,Volvo
1844,58800.0,109000.0,54406.0,1131.0,7.0,29829.0,19955.0,1798.0,1360.0,140.0,https://www.sgcarmart.com/used_cars/info.php?ID=1246428&DL=2296&utm_content=SLeligible,Toyota
1845,168800.0,61000.0,38216.0,2349.0,14.0,24741.0,37800.0,1998.0,1280.0,159.0,https://www.sgcarmart.com/used_cars/info.php?ID=1260780&DL=1269&utm_content=SLeligible,Mitsuoka
1846,51200.0,147000.0,26175.0,1827.0,16.0,13181.0,16060.0,1496.0,1130.0,108.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288973&DL=3718&utm_content=SLeligible,Toyota
1847,84500.0,105000.0,41397.0,2223.0,13.0,28785.0,32049.0,1598.0,1255.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289235&DL=1000&utm_content=SLeligible,MINI
1848,85800.0,133000.0,33568.0,2283.0,14.0,21106.0,52054.0,1796.0,1415.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1232103&DL=3214&utm_content=SLeligible,Mercedes-Benz
1849,85888.0,107000.0,26667.0,1950.0,5.0,28670.0,19007.0,1353.0,1240.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289731&DL=4189,Hyundai
1850,84800.0,20384.0,31510.0,2587.0,3.0,26265.0,17115.0,1317.0,1070.0,96.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290318&DL=1032,Honda
1852,46900.0,61800.0,50991.0,970.0,8.0,25236.0,18683.0,1597.0,1300.0,126.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265359&DL=1177&utm_content=SLeligible,Ssangyong
1853,105800.0,56900.0,44589.0,2558.0,3.0,35011.0,18686.0,1598.0,1280.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290292&DL=4130,Hyundai
1854,325800.0,18000.0,116000.0,3294.0,2.0,158731.0,61001.0,1997.0,2261.0,296.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289702&DL=3415,Land
1856,172800.0,10900.0,80000.0,3318.0,2.0,98695.0,30407.0,1332.0,1365.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286345&DL=1386,Mercedes-Benz
1858,79500.0,60700.0,33798.0,1588.0,6.0,28418.0,19419.0,1496.0,1350.0,105.0,https://www.sgcarmart.com/used_cars/info.php?ID=1261177&DL=3507&utm_content=SLeligible,Toyota
1860,93800.0,101000.0,34991.0,1558.0,16.0,15051.0,199423.0,5998.0,2525.0,552.0,https://www.sgcarmart.com/used_cars/info.php?ID=1135487&DL=2251&utm_content=SLeligible,Bentley
1863,148500.0,145000.0,55001.0,370.0,9.0,106993.0,113339.0,3605.0,1770.0,305.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284895&DL=2975,Porsche
1864,171000.0,91300.0,39000.0,1461.0,6.0,79992.0,66558.0,2998.0,1770.0,321.0,https://www.sgcarmart.com/used_cars/info.php?ID=1246513&DL=3712&utm_content=SLeligible,BMW
1865,55800.0,174000.0,34991.0,1582.0,17.0,15195.0,19281.0,1799.0,1350.0,138.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283692&DL=1193&utm_content=SLeligible,Honda
1866,61800.0,167000.0,25727.0,1460.0,15.0,12525.0,18142.0,1499.0,1313.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1264008&DL=3452&utm_content=SLeligible,Mitsubishi
1867,38800.0,70000.0,53000.0,820.0,8.0,20451.0,18974.0,1197.0,1285.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289968&DL=1238,Nissan
1870,99800.0,53700.0,56956.0,851.0,10.0,60167.0,58904.0,1984.0,1810.0,221.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288963&DL=1386,Audi
1871,93777.0,80230.0,32551.0,1555.0,6.0,43899.0,36340.0,1991.0,1540.0,207.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286173&DL=2689,Infiniti
1876,37000.0,56112.0,53334.0,857.0,8.0,20386.0,18057.0,999.0,1327.0,123.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290236&DL=1000&utm_content=SLeligible,Ford
1877,38888.0,73200.0,61000.0,485.0,9.0,21448.0,25919.0,1595.0,1425.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290029&DL=2495,Mercedes-Benz
1879,39800.0,151000.0,58190.0,554.0,9.0,26490.0,28170.0,2494.0,1475.0,178.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289874&DL=3446,Toyota
1880,82800.0,129000.0,56889.0,887.0,8.0,51387.0,50305.0,1997.0,1845.0,241.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289370&DL=1400,BMW
1881,86888.0,70000.0,25920.0,1709.0,6.0,34241.0,28089.0,1395.0,1383.0,123.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281023&DL=2283,Volkswagen
1882,51000.0,110000.0,57903.0,820.0,9.0,30744.0,29813.0,1798.0,1480.0,177.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282556&DL=1000&utm_content=SLeligible,Volkswagen
1884,145800.0,103258.0,53001.0,1129.0,7.0,90065.0,78398.0,2979.0,1850.0,344.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289601&DL=3298,Maserati
1888,47888.0,122864.0,57010.0,799.0,8.0,26656.0,22572.0,1997.0,1626.0,142.0,https://www.sgcarmart.com/used_cars/info.php?ID=1226237&DL=4332&utm_content=SLeligible,Nissan
1891,139388.0,19000.0,68001.0,2954.0,3.0,74728.0,24435.0,1496.0,1360.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1249438&DL=3008&utm_content=SLeligible,Toyota
1892,59800.0,83445.0,38000.0,1464.0,7.0,23904.0,12360.0,1591.0,1295.0,127.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289741&DL=4498,Kia
1894,212888.0,22000.0,112001.0,3044.0,2.0,133199.0,43203.0,1998.0,1490.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1236598&DL=4449&utm_content=SLeligible,BMW
1898,156800.0,44000.0,34000.0,1946.0,5.0,56840.0,42557.0,1991.0,1705.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289602&DL=2189,Mercedes-Benz
1900,45100.0,71000.0,39826.0,1185.0,8.0,22152.0,14003.0,1598.0,1413.0,115.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288365&DL=3381,Chevrolet
1902,37800.0,145000.0,44081.0,1252.0,17.0,15157.0,11250.0,1490.0,1060.0,99.0,https://www.sgcarmart.com/used_cars/info.php?ID=1232391&DL=4277&utm_content=SLeligible,Suzuki
1903,98399.0,28800.0,44589.0,2223.0,4.0,43725.0,17123.0,1598.0,1289.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1257010&DL=1106&utm_content=SLeligible,Hyundai
1904,115800.0,84000.0,56089.0,824.0,8.0,81239.0,78896.0,2979.0,1970.0,321.0,https://www.sgcarmart.com/used_cars/info.php?ID=1267336&DL=2296&utm_content=SLeligible,BMW
1907,45900.0,50000.0,19426.0,1490.0,6.0,15203.0,10154.0,998.0,840.0,67.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289620&DL=3951,Perodua
1909,33800.0,113060.0,57301.0,550.0,9.0,19032.0,18249.0,1600.0,1480.0,112.0,https://www.sgcarmart.com/used_cars/info.php?ID=1191742&DL=1339&utm_content=SLeligible,Subaru
1911,139800.0,36500.0,41503.0,2401.0,4.0,59032.0,36049.0,1499.0,1375.0,138.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289090&DL=1000&utm_content=SLeligible,BMW
1912,49800.0,71000.0,49430.0,739.0,8.0,20495.0,20408.0,1395.0,1249.0,123.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290047&DL=2757,Volkswagen
1914,175000.0,133000.0,113742.0,3555.0,10.0,111623.0,52397.0,1991.0,1585.0,355.0,https://www.sgcarmart.com/used_cars/info.php?ID=1263688&DL=4030&utm_content=SLeligible,Mercedes-Benz
1915,143800.0,25000.0,35001.0,2311.0,5.0,49371.0,31622.0,1496.0,1680.0,147.0,https://www.sgcarmart.com/used_cars/info.php?ID=1248459&DL=2296&utm_content=SLeligible,Honda
1917,117888.0,91000.0,49000.0,1248.0,7.0,66304.0,57757.0,1991.0,1615.0,207.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269836&DL=3570&utm_content=SLeligible,Mercedes-Benz
1918,93800.0,64000.0,35403.0,1499.0,6.0,38999.0,27654.0,1499.0,1320.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1279984&DL=4501&utm_content=SLeligible,BMW
1920,79800.0,70700.0,56410.0,912.0,8.0,41579.0,38195.0,1997.0,1505.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290122&DL=4031,BMW
1921,46800.0,121708.0,42902.0,1251.0,7.0,18823.0,16282.0,1197.0,1139.0,88.0,https://www.sgcarmart.com/used_cars/info.php?ID=1236459&DL=3074&utm_content=SLeligible,Volkswagen
1923,129888.0,150000.0,66387.0,2767.0,12.0,50600.0,98641.0,4244.0,1880.0,399.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286451&DL=4631&utm_content=SLeligible,Maserati
1924,173888.0,54000.0,42002.0,1923.0,5.0,68291.0,49437.0,1991.0,1555.0,301.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282365&DL=1000&utm_content=SLeligible,Mercedes-Benz
1925,69800.0,113890.0,47390.0,1125.0,7.0,31610.0,20965.0,1998.0,1472.0,162.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289662&DL=1047,Mazda
1926,69800.0,130053.0,53711.0,1336.0,7.0,30397.0,16429.0,1591.0,1594.0,174.0,https://www.sgcarmart.com/used_cars/info.php?ID=1272821&DL=1001&utm_content=SLeligible,Hyundai
1927,48800.0,109000.0,44002.0,1283.0,7.0,18753.0,14211.0,1496.0,1068.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1284661&DL=2626,Mazda
1928,142800.0,52000.0,61001.0,2676.0,3.0,76381.0,35817.0,1499.0,1375.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1273111&DL=3043&utm_content=SLeligible,BMW
1929,52800.0,108500.0,58190.0,518.0,9.0,31025.0,34805.0,2494.0,1615.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1230193&DL=2804&utm_content=SLeligible,Lexus
1930,225000.0,78800.0,109363.0,3136.0,12.0,94741.0,87056.0,2706.0,1310.0,261.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283304&DL=1000&utm_content=SLeligible,Porsche
1935,92800.0,34000.0,35287.0,2409.0,4.0,35125.0,15458.0,998.0,940.0,109.0,https://www.sgcarmart.com/used_cars/info.php?ID=1248819&DL=3318&utm_content=SLeligible,Suzuki
1937,112988.0,81000.0,60001.0,609.0,9.0,75102.0,81237.0,2998.0,1770.0,321.0,https://www.sgcarmart.com/used_cars/info.php?ID=1254275&DL=4102&utm_content=SLeligible,BMW
1938,79800.0,143000.0,32914.0,2313.0,14.0,20975.0,53923.0,1796.0,1615.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1283176&DL=3647&utm_content=SLeligible,Mercedes-Benz
1939,125000.0,140000.0,97652.0,3437.0,11.0,92355.0,32943.0,1595.0,1505.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1182201&DL=4225&utm_content=SLeligible,Mercedes-Benz
1940,158888.0,64000.0,52502.0,1857.0,7.0,67684.0,44585.0,1984.0,1716.0,276.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282787&DL=1000&utm_content=SLeligible,Volkswagen
1941,69000.0,200000.0,33018.0,1491.0,15.0,16337.0,46532.0,1984.0,1540.0,207.0,https://www.sgcarmart.com/used_cars/info.php?ID=1238537&DL=4536&utm_content=SLeligible,Audi
1942,106800.0,129000.0,53300.0,1134.0,7.0,50844.0,43229.0,1991.0,1735.0,207.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265113&DL=1028&utm_content=SLeligible,Mercedes-Benz
1947,46988.0,130000.0,58109.0,516.0,10.0,31757.0,36019.0,1984.0,1689.0,207.0,https://www.sgcarmart.com/used_cars/info.php?ID=1251195&DL=2870&utm_content=SLeligible,Volkswagen
1949,195800.0,17800.0,86001.0,2826.0,5.0,98884.0,43006.0,1332.0,1420.0,160.0,https://www.sgcarmart.com/used_cars/info.php?ID=1105744&DL=3405&utm_content=SLeligible,Mercedes-Benz
1952,69800.0,55000.0,28457.0,1709.0,6.0,24711.0,16212.0,1598.0,1205.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289003&DL=3037,Nissan
1953,77800.0,77000.0,57002.0,857.0,9.0,33402.0,29136.0,2362.0,1790.0,167.0,https://www.sgcarmart.com/used_cars/info.php?ID=1217362&DL=3037&utm_content=SLeligible,Toyota
1955,107500.0,83450.0,35889.0,2284.0,4.0,43438.0,25676.0,1598.0,1430.0,178.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269170&DL=3712&utm_content=SLeligible,Citroen
1957,139800.0,126782.0,47316.0,2557.0,13.0,33160.0,74893.0,3598.0,2105.0,295.0,https://www.sgcarmart.com/used_cars/info.php?ID=1280417&DL=3653&utm_content=SLeligible,Porsche
1958,283000.0,67000.0,118357.0,3408.0,11.0,110964.0,48873.0,1991.0,1555.0,355.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289327&DL=2875&utm_content=SLeligible,Mercedes-Benz
1959,78500.0,78897.0,28589.0,1891.0,5.0,27519.0,16713.0,1598.0,1205.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281422&DL=1135,Nissan
1961,89800.0,21000.0,45189.0,2682.0,5.0,36992.0,16521.0,1198.0,1110.0,77.0,https://www.sgcarmart.com/used_cars/info.php?ID=1244857&DL=1163&utm_content=SLeligible,Nissan
1962,26800.0,145200.0,67901.0,32.0,10.0,16338.0,27001.0,1598.0,1405.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282811&DL=1000,BMW
1963,110800.0,110000.0,31933.0,1734.0,16.0,15398.0,45906.0,2979.0,1485.0,301.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289193&DL=4551&utm_content=SLeligible,BMW
1964,100999.0,59000.0,39000.0,1466.0,6.0,35375.0,25816.0,1969.0,1683.0,248.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289977&DL=1463,Volvo
1966,43800.0,84200.0,56000.0,798.0,8.0,23021.0,17938.0,1998.0,1355.0,147.0,https://www.sgcarmart.com/used_cars/info.php?ID=1219445&DL=1152&utm_content=SLeligible,Mitsubishi
1967,80888.0,110000.0,49156.0,762.0,9.0,36292.0,36541.0,2493.0,2000.0,179.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282519&DL=1000&utm_content=SLeligible,Toyota
1968,131777.0,96000.0,32001.0,1616.0,6.0,63015.0,54295.0,1991.0,1605.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1273430&DL=3648&utm_content=SLeligible,Mercedes-Benz
1969,156800.0,44123.0,83889.0,2800.0,3.0,98289.0,39886.0,1499.0,1435.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1290347&DL=3525,BMW
1978,94000.0,90000.0,31759.0,1976.0,5.0,36741.0,24215.0,1499.0,1490.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289647&DL=4550,BMW
1979,205000.0,104218.0,102078.0,3049.0,12.0,85382.0,121114.0,4691.0,1980.0,443.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282985&DL=1000&utm_content=SLeligible,Maserati
1980,59800.0,102832.0,51109.0,978.0,8.0,33309.0,28998.0,2488.0,1513.0,189.0,https://www.sgcarmart.com/used_cars/info.php?ID=1141503&DL=2356&utm_content=SLeligible,Mazda
1981,84800.0,98000.0,33568.0,1860.0,15.0,20095.0,41845.0,1798.0,1450.0,158.0,https://www.sgcarmart.com/used_cars/info.php?ID=1218629&DL=3901&utm_content=SLeligible,Audi
1983,61800.0,168600.0,33018.0,1493.0,15.0,16355.0,32295.0,2035.0,1315.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1281402&DL=2217&utm_content=SLeligible,Mercedes-Benz
1985,91900.0,113987.0,56500.0,856.0,9.0,36566.0,33433.0,2493.0,2000.0,179.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289801&DL=4154,Toyota
1987,102800.0,78000.0,47390.0,1130.0,7.0,48566.0,38323.0,1998.0,1535.0,189.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282966&DL=3968,MINI
1988,58888.0,155000.0,39619.0,1499.0,11.0,39163.0,12852.0,1586.0,1070.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1262408&DL=1027&utm_content=SLeligible,Suzuki
1990,142888.0,76000.0,38602.0,1954.0,5.0,55709.0,39059.0,1984.0,1535.0,187.0,https://www.sgcarmart.com/used_cars/info.php?ID=1276396&DL=3954&utm_content=SLeligible,Audi
1993,37888.0,49500.0,77600.0,398.0,10.0,22050.0,26933.0,1598.0,1255.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289864&DL=4659,MINI
1994,198800.0,58000.0,36000.0,2066.0,7.0,89011.0,66286.0,1997.0,1983.0,246.0,https://www.sgcarmart.com/used_cars/info.php?ID=1236524&DL=4558&utm_content=SLeligible,Land
1995,172800.0,35000.0,60001.0,2624.0,3.0,74690.0,35735.0,1497.0,1520.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289001&DL=3968,Mercedes-Benz
1996,146800.0,97000.0,49000.0,1337.0,7.0,63944.0,54822.0,1998.0,1540.0,248.0,https://www.sgcarmart.com/used_cars/info.php?ID=1269389&DL=1339&utm_content=SLeligible,BMW
1997,72800.0,54000.0,19626.0,1705.0,6.0,18841.0,13781.0,1496.0,1085.0,105.0,https://www.sgcarmart.com/used_cars/info.php?ID=1268850&DL=2984&utm_content=SLeligible,Toyota
1998,116555.0,36560.0,40714.0,2407.0,5.0,44322.0,22090.0,999.0,1280.0,113.0,https://www.sgcarmart.com/used_cars/info.php?ID=1230602&DL=1290&utm_content=SLeligible,Audi
1999,44800.0,142664.0,47604.0,371.0,9.0,23912.0,32106.0,1395.0,1450.0,147.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289942&DL=3350,Audi
2000,259800.0,33000.0,38110.0,2340.0,5.0,116522.0,83681.0,1998.0,1765.0,261.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289958&DL=4659,BMW
2007,38800.0,133000.0,41994.0,1306.0,17.0,15187.0,14356.0,1498.0,1130.0,107.0,https://www.sgcarmart.com/used_cars/info.php?ID=1286592&DL=3048&utm_content=SLeligible,Nissan
2009,159800.0,47488.0,80210.0,2743.0,3.0,91476.0,35342.0,1987.0,1485.0,170.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287328&DL=1032,Lexus
2010,86800.0,140000.0,54616.0,1131.0,8.0,47695.0,39620.0,1998.0,1700.0,234.0,https://www.sgcarmart.com/used_cars/info.php?ID=1197699&DL=4343&utm_content=SLeligible,Lexus
2012,78800.0,144000.0,39844.0,2190.0,14.0,27367.0,19179.0,1390.0,1536.0,138.0,https://www.sgcarmart.com/used_cars/info.php?ID=1273545&DL=1137&utm_content=SLeligible,Volkswagen
2015,72800.0,28000.0,41397.0,2223.0,14.0,28785.0,15255.0,1586.0,1205.0,109.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289944&DL=4277&utm_content=SLeligible,Suzuki
2017,49800.0,82000.0,53694.0,824.0,8.0,26621.0,26179.0,1595.0,1425.0,120.0,https://www.sgcarmart.com/used_cars/info.php?ID=1280794&DL=2080&utm_content=SLeligible,Mercedes-Benz
2020,128500.0,150000.0,33568.0,2220.0,14.0,20702.0,128402.0,4806.0,1875.0,394.0,https://www.sgcarmart.com/used_cars/info.php?ID=1253697&DL=2875&utm_content=SLeligible,Porsche
2022,57800.0,147000.0,31553.0,1701.0,16.0,14834.0,41648.0,1995.0,1390.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1254691&DL=3495&utm_content=SLeligible,BMW
2025,104800.0,77629.0,34381.0,1582.0,6.0,46258.0,37489.0,1499.0,1425.0,134.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288799&DL=4498,BMW
2027,39777.0,79000.0,48000.0,972.0,8.0,15863.0,15046.0,998.0,1178.0,99.0,https://www.sgcarmart.com/used_cars/info.php?ID=1249124&DL=2689&utm_content=SLeligible,Ford
2028,116800.0,82000.0,53711.0,1248.0,7.0,53593.0,44216.0,1991.0,1735.0,207.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275287&DL=1111&utm_content=SLeligible,Mercedes-Benz
2030,142800.0,90000.0,53711.0,1337.0,7.0,53563.0,42890.0,2493.0,2030.0,179.0,https://www.sgcarmart.com/used_cars/info.php?ID=1280315&DL=4493&utm_content=SLeligible,Toyota
2031,75800.0,51887.0,15000.0,2042.0,5.0,19398.0,14538.0,1591.0,1287.0,125.0,https://www.sgcarmart.com/used_cars/info.php?ID=1237977&DL=1032&utm_content=SLeligible,Kia
2032,130000.0,42500.0,42564.0,1858.0,5.0,50883.0,33306.0,1998.0,1695.0,227.0,https://www.sgcarmart.com/used_cars/info.php?ID=1289086&DL=4494,Toyota
2033,194988.0,55000.0,62000.0,2621.0,3.0,85805.0,45000.0,1998.0,1685.0,181.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282688&DL=2870,BMW
2034,46900.0,38900.0,49501.0,739.0,9.0,21566.0,18778.0,1998.0,1454.0,162.0,https://www.sgcarmart.com/used_cars/info.php?ID=1247742&DL=3507&utm_content=SLeligible,Mazda
2035,41000.0,86000.0,53000.0,823.0,8.0,17961.0,19752.0,1496.0,1190.0,128.0,https://www.sgcarmart.com/used_cars/info.php?ID=1288851&DL=3456,Honda
2037,65900.0,168000.0,31933.0,1460.0,16.0,15547.0,82980.0,2997.0,1850.0,227.0,https://www.sgcarmart.com/used_cars/info.php?ID=1199329&DL=3034&utm_content=SLeligible,Mercedes-Benz
2038,118800.0,137000.0,58201.0,853.0,8.0,72874.0,70260.0,1998.0,1680.0,254.0,https://www.sgcarmart.com/used_cars/info.php?ID=1273871&DL=3867&utm_content=SLeligible,BMW
2039,135000.0,60000.0,31001.0,1736.0,6.0,49027.0,40644.0,1595.0,1550.0,154.0,https://www.sgcarmart.com/used_cars/info.php?ID=1229465&DL=1000&utm_content=SLeligible,Mercedes-Benz
2041,27500.0,149985.0,21142.0,732.0,14.0,8596.0,14306.0,1591.0,1232.0,122.0,https://www.sgcarmart.com/used_cars/info.php?ID=1287168&DL=2163&utm_content=SLeligible,Kia
2042,138800.0,123666.0,115270.0,3323.0,12.0,105006.0,29504.0,1998.0,1259.0,197.0,https://www.sgcarmart.com/used_cars/info.php?ID=1277905&DL=4211&utm_content=SLeligible,Toyota
