,PRICE,PREDICTED_PRICE,LISTING_URL,BRAND,RECOMMENDED
423,81800.0,81873.99,https://www.sgcarmart.com/used_cars/info.php?ID=1290026&DL=2189,Hyundai,True
425,47800.0,51039.035,https://www.sgcarmart.com/used_cars/info.php?ID=1289997&DL=2440,Mercedes-Benz,True
426,118800.0,119642.35,https://www.sgcarmart.com/used_cars/info.php?ID=1285490&DL=4234,BMW,True
427,26800.0,27079.85,https://www.sgcarmart.com/used_cars/info.php?ID=1289375&DL=3117,Mazda,True
429,56800.0,61268.31,https://www.sgcarmart.com/used_cars/info.php?ID=1265014&DL=3381&utm_content=SLeligible,BMW,True
432,120800.0,122997.04,https://www.sgcarmart.com/used_cars/info.php?ID=1287725&DL=4500,Toyota,True
434,123800.0,129613.855,https://www.sgcarmart.com/used_cars/info.php?ID=1289357&DL=4140,Toyota,True
437,48800.0,49657.015,https://www.sgcarmart.com/used_cars/info.php?ID=1258306&DL=2080&utm_content=SLeligible,Toyota,True
438,50800.0,55659.245,https://www.sgcarmart.com/used_cars/info.php?ID=1286376&DL=3892,Toyota,True
440,118888.0,123368.445,https://www.sgcarmart.com/used_cars/info.php?ID=1288993&DL=1000&utm_content=SLeligible,Toyota,True
442,47800.0,48679.2,https://www.sgcarmart.com/used_cars/info.php?ID=1230741&DL=3495&utm_content=SLeligible,Honda,True
445,97800.0,101905.79,https://www.sgcarmart.com/used_cars/info.php?ID=1286785&DL=1193,Nissan,True
447,53888.0,56021.28,https://www.sgcarmart.com/used_cars/info.php?ID=1280507&DL=3626&utm_content=SLeligible,Honda,True
449,33888.0,34361.295,https://www.sgcarmart.com/used_cars/info.php?ID=1268040&DL=1027&utm_content=SLeligible,Volvo,True
452,129800.0,143199.27,https://www.sgcarmart.com/used_cars/info.php?ID=1274341&DL=2303&utm_content=SLeligible,Honda,True
453,63800.0,92158.97,https://www.sgcarmart.com/used_cars/info.php?ID=1250024&DL=2080&utm_content=SLeligible,Subaru,True
454,64800.0,69404.52,https://www.sgcarmart.com/used_cars/info.php?ID=1260287&DL=3337&utm_content=SLeligible,SEAT,True
455,31500.0,31771.78,https://www.sgcarmart.com/used_cars/info.php?ID=1289617&DL=1028,Toyota,True
456,78888.0,84991.895,https://www.sgcarmart.com/used_cars/info.php?ID=1290332&DL=3811&utm_content=SLeligible,Porsche,True
457,109800.0,117091.72,https://www.sgcarmart.com/used_cars/info.php?ID=1249122&DL=4508&utm_content=SLeligible,Audi,True
459,89000.0,99324.445,https://www.sgcarmart.com/used_cars/info.php?ID=1270961&DL=2965&utm_content=SLeligible,Mercedes-Benz,True
460,60800.0,61676.82,https://www.sgcarmart.com/used_cars/info.php?ID=1275823&DL=2425&utm_content=SLeligible,Toyota,True
468,30800.0,31834.82,https://www.sgcarmart.com/used_cars/info.php?ID=1286956&DL=1360,Mazda,True
469,52800.0,57773.05,https://www.sgcarmart.com/used_cars/info.php?ID=1257123&DL=4405&utm_content=SLeligible,Opel,True
470,50800.0,60707.54,https://www.sgcarmart.com/used_cars/info.php?ID=1284489&DL=2192&utm_content=SLeligible,Lexus,True
473,115800.0,118368.05,https://www.sgcarmart.com/used_cars/info.php?ID=1239032&DL=2034&utm_content=SLeligible,BMW,True
474,40800.0,41428.26,https://www.sgcarmart.com/used_cars/info.php?ID=1289302&DL=4412,Suzuki,True
475,21888.0,22429.3,https://www.sgcarmart.com/used_cars/info.php?ID=1289764&DL=2655,Volkswagen,True
478,20998.0,24547.81,https://www.sgcarmart.com/used_cars/info.php?ID=1289373&DL=3382,Mazda,True
481,133000.0,134606.435,https://www.sgcarmart.com/used_cars/info.php?ID=1239085&DL=3887&utm_content=SLeligible,Lexus,True
482,49800.0,51531.575,https://www.sgcarmart.com/used_cars/info.php?ID=1288206&DL=1028,Toyota,True
485,37800.0,40305.375,https://www.sgcarmart.com/used_cars/info.php?ID=1287490&DL=1368,Opel,True
486,11600.0,11805.66,https://www.sgcarmart.com/used_cars/info.php?ID=1289160&DL=1000,Mazda,True
488,152998.0,157149.77,https://www.sgcarmart.com/used_cars/info.php?ID=1289431&DL=3382,BMW,True
489,143800.0,157826.93,https://www.sgcarmart.com/used_cars/info.php?ID=1290336&DL=1163,BMW,True
490,69800.0,74167.54,https://www.sgcarmart.com/used_cars/info.php?ID=1279210&DL=3750&utm_content=SLeligible,BMW,True
491,99800.0,105026.965,https://www.sgcarmart.com/used_cars/info.php?ID=1253593&DL=3093&utm_content=SLeligible,Toyota,True
492,160800.0,164079.2,https://www.sgcarmart.com/used_cars/info.php?ID=1267910&DL=3757&utm_content=SLeligible,BMW,True
493,57988.0,58501.265,https://www.sgcarmart.com/used_cars/info.php?ID=1290006&DL=2870,Honda,True
495,55800.0,56725.635,https://www.sgcarmart.com/used_cars/info.php?ID=1288838&DL=3722,Nissan,True
496,100800.0,103328.84,https://www.sgcarmart.com/used_cars/info.php?ID=1290383&DL=1339,Mitsubishi,True
497,94800.0,97819.22,https://www.sgcarmart.com/used_cars/info.php?ID=1257684&DL=2175&utm_content=SLeligible,Citroen,True
501,99800.0,105541.725,https://www.sgcarmart.com/used_cars/info.php?ID=1281117&DL=2389,Toyota,True
506,106888.0,111556.99,https://www.sgcarmart.com/used_cars/info.php?ID=1283123&DL=1095,Volkswagen,True
508,90800.0,91183.42,https://www.sgcarmart.com/used_cars/info.php?ID=1245088&DL=3647&utm_content=SLeligible,Renault,True
509,152500.0,153326.915,https://www.sgcarmart.com/used_cars/info.php?ID=1285339&DL=4458,BMW,True
510,115800.0,121639.76,https://www.sgcarmart.com/used_cars/info.php?ID=1250315&DL=2356&utm_content=SLeligible,Volkswagen,True
520,123800.0,127513.915,https://www.sgcarmart.com/used_cars/info.php?ID=1229297&DL=2900&utm_content=SLeligible,BMW,True
522,46800.0,49114.88,https://www.sgcarmart.com/used_cars/info.php?ID=1281411&DL=4508,Nissan,True
524,48588.0,53779.56,https://www.sgcarmart.com/used_cars/info.php?ID=1282944&DL=3750&utm_content=SLeligible,Toyota,True
525,112000.0,120982.88,https://www.sgcarmart.com/used_cars/info.php?ID=1289752&DL=4344,BMW,True
527,84800.0,86250.6,https://www.sgcarmart.com/used_cars/info.php?ID=1239227&DL=4234&utm_content=SLeligible,BMW,True
529,121800.0,123234.225,https://www.sgcarmart.com/used_cars/info.php?ID=1289292&DL=3476,Toyota,True
532,53800.0,57096.71,https://www.sgcarmart.com/used_cars/info.php?ID=1289034&DL=3845&utm_content=SLeligible,Honda,True
535,60800.0,61779.53,https://www.sgcarmart.com/used_cars/info.php?ID=1271723&DL=2303&utm_content=SLeligible,Peugeot,True
537,169000.0,170868.34,https://www.sgcarmart.com/used_cars/info.php?ID=1236409&DL=1127&utm_content=SLeligible,Honda,True
540,52800.0,54191.885,https://www.sgcarmart.com/used_cars/info.php?ID=1290139&DL=1079&utm_content=SLeligible,Honda,True
542,24000.0,25055.87,https://www.sgcarmart.com/used_cars/info.php?ID=1265461&DL=3647,BMW,True
545,64800.0,65741.96,https://www.sgcarmart.com/used_cars/info.php?ID=1289658&DL=1240,Honda,True
546,48000.0,48772.8,https://www.sgcarmart.com/used_cars/info.php?ID=1289993&DL=4577,Toyota,True
547,72800.0,74695.775,https://www.sgcarmart.com/used_cars/info.php?ID=1289722&DL=3318&utm_content=SLeligible,Mercedes-Benz,True
550,67000.0,67097.65,https://www.sgcarmart.com/used_cars/info.php?ID=1239362&DL=2029&utm_content=SLeligible,Honda,True
551,125800.0,127386.26,https://www.sgcarmart.com/used_cars/info.php?ID=1284278&DL=3210,Hyundai,True
552,103888.0,105170.615,https://www.sgcarmart.com/used_cars/info.php?ID=1290051&DL=2792,Honda,True
553,15800.0,17774.42,https://www.sgcarmart.com/used_cars/info.php?ID=1279849&DL=3013,BMW,True
555,40800.0,41491.91,https://www.sgcarmart.com/used_cars/info.php?ID=1290109&DL=3283,Honda,True
556,80800.0,81593.195,https://www.sgcarmart.com/used_cars/info.php?ID=1290378&DL=1163,BMW,True
557,42888.0,46702.445,https://www.sgcarmart.com/used_cars/info.php?ID=1287702&DL=4381,Honda,True
558,115800.0,123111.765,https://www.sgcarmart.com/used_cars/info.php?ID=1214957&DL=2795&utm_content=SLeligible,Mercedes-Benz,True
560,61800.0,61978.435,https://www.sgcarmart.com/used_cars/info.php?ID=1283741&DL=2547,Toyota,True
561,110500.0,114407.77,https://www.sgcarmart.com/used_cars/info.php?ID=1273593&DL=3723&utm_content=SLeligible,Mercedes-Benz,True
564,71800.0,73548.135,https://www.sgcarmart.com/used_cars/info.php?ID=1248743&DL=3845&utm_content=SLeligible,Volkswagen,True
565,163800.0,175429.76,https://www.sgcarmart.com/used_cars/info.php?ID=1288986&DL=3043,BMW,True
566,54800.0,55834.94,https://www.sgcarmart.com/used_cars/info.php?ID=1289981&DL=1240,Subaru,True
567,39500.0,41606.915,https://www.sgcarmart.com/used_cars/info.php?ID=1289225&DL=1000,Mercedes-Benz,True
569,48800.0,66025.02,https://www.sgcarmart.com/used_cars/info.php?ID=1290030&DL=1054,Jaguar,True
572,100800.0,101241.88,https://www.sgcarmart.com/used_cars/info.php?ID=1251691&DL=4114&utm_content=SLeligible,BMW,True
573,44800.0,45120.605,https://www.sgcarmart.com/used_cars/info.php?ID=1290114&DL=1090,Nissan,True
574,51800.0,51912.21,https://www.sgcarmart.com/used_cars/info.php?ID=1287947&DL=3522&utm_content=SLeligible,Hyundai,True
578,58900.0,59071.795,https://www.sgcarmart.com/used_cars/info.php?ID=1286913&DL=3034,Honda,True
579,66800.0,76387.07,https://www.sgcarmart.com/used_cars/info.php?ID=1280850&DL=3750&utm_content=SLeligible,Nissan,True
580,89800.0,91628.6,https://www.sgcarmart.com/used_cars/info.php?ID=1163811&DL=3405&utm_content=SLeligible,Lexus,True
583,93300.0,95053.475,https://www.sgcarmart.com/used_cars/info.php?ID=1274003&DL=4508&utm_content=SLeligible,Mercedes-Benz,True
584,91988.0,99719.085,https://www.sgcarmart.com/used_cars/info.php?ID=1286973&DL=2870,Jaguar,True
586,127888.0,128053.565,https://www.sgcarmart.com/used_cars/info.php?ID=1290352&DL=3451,Volvo,True
589,50000.0,50605.63,https://www.sgcarmart.com/used_cars/info.php?ID=1290366&DL=2849,Honda,True
591,48000.0,51056.11,https://www.sgcarmart.com/used_cars/info.php?ID=1262982&DL=3456&utm_content=SLeligible,Mitsubishi,True
592,279800.0,283724.56,https://www.sgcarmart.com/used_cars/info.php?ID=1247648&DL=2303&utm_content=SLeligible,Mercedes-Benz,True
593,74888.0,77672.335,https://www.sgcarmart.com/used_cars/info.php?ID=1289096&DL=3160&utm_content=SLeligible,BMW,True
594,53800.0,56105.66,https://www.sgcarmart.com/used_cars/info.php?ID=1276875&DL=2077&utm_content=SLeligible,Toyota,True
595,66800.0,69082.82,https://www.sgcarmart.com/used_cars/info.php?ID=1252618&DL=3759&utm_content=SLeligible,Lexus,True
597,70777.0,75433.01,https://www.sgcarmart.com/used_cars/info.php?ID=1220278&DL=3648&utm_content=SLeligible,Peugeot,True
598,70800.0,72479.38,https://www.sgcarmart.com/used_cars/info.php?ID=1290407&DL=1400,Lexus,True
599,116000.0,120764.38,https://www.sgcarmart.com/used_cars/info.php?ID=1236506&DL=3712&utm_content=SLeligible,Toyota,True
602,52800.0,52907.815,https://www.sgcarmart.com/used_cars/info.php?ID=1270050&DL=3048&utm_content=SLeligible,Hyundai,True
605,75800.0,82984.865,https://www.sgcarmart.com/used_cars/info.php?ID=1256696&DL=2175&utm_content=SLeligible,Jaguar,True
606,58800.0,60858.08,https://www.sgcarmart.com/used_cars/info.php?ID=1279322&DL=4412,BMW,True
607,60900.0,65506.26,https://www.sgcarmart.com/used_cars/info.php?ID=1284133&DL=3951,Volvo,True
608,59800.0,64015.2,https://www.sgcarmart.com/used_cars/info.php?ID=1277700&DL=2757&utm_content=SLeligible,Audi,True
609,207800.0,247592.285,https://www.sgcarmart.com/used_cars/info.php?ID=1278674&DL=1111&utm_content=SLeligible,MINI,True
611,78500.0,79960.33,https://www.sgcarmart.com/used_cars/info.php?ID=1289450&DL=3597,Volkswagen,True
612,36300.0,38603.775,https://www.sgcarmart.com/used_cars/info.php?ID=1286619&DL=3381,BMW,True
614,55800.0,58324.95,https://www.sgcarmart.com/used_cars/info.php?ID=1275436&DL=1032&utm_content=SLeligible,Hyundai,True
623,79800.0,80342.19,https://www.sgcarmart.com/used_cars/info.php?ID=1252066&DL=3405&utm_content=SLeligible,Honda,True
624,56800.0,58646.205,https://www.sgcarmart.com/used_cars/info.php?ID=1285743&DL=2077,Mazda,True
625,59800.0,65800.54,https://www.sgcarmart.com/used_cars/info.php?ID=1277187&DL=3750&utm_content=SLeligible,Lexus,True
628,139800.0,142334.78,https://www.sgcarmart.com/used_cars/info.php?ID=1289239&DL=1001,Mercedes-Benz,True
631,262800.0,271767.64,https://www.sgcarmart.com/used_cars/info.php?ID=1277396&DL=3863&utm_content=SLeligible,BMW,True
632,36800.0,37784.78,https://www.sgcarmart.com/used_cars/info.php?ID=1289966&DL=3906,Volvo,True
633,54800.0,64849.4,https://www.sgcarmart.com/used_cars/info.php?ID=1284056&DL=1028,BMW,True
634,50800.0,60742.76,https://www.sgcarmart.com/used_cars/info.php?ID=1274550&DL=2469&utm_content=SLeligible,Mercedes-Benz,True
641,86800.0,89550.995,https://www.sgcarmart.com/used_cars/info.php?ID=1227475&DL=3722&utm_content=SLeligible,Mazda,True
642,113800.0,117281.125,https://www.sgcarmart.com/used_cars/info.php?ID=1265072&DL=1240&utm_content=SLeligible,Audi,True
643,45500.0,45862.97,https://www.sgcarmart.com/used_cars/info.php?ID=1263596&DL=1028&utm_content=SLeligible,Nissan,True
644,43888.0,44961.495,https://www.sgcarmart.com/used_cars/info.php?ID=1240286&DL=2023&utm_content=SLeligible,Mazda,True
648,60800.0,63445.52,https://www.sgcarmart.com/used_cars/info.php?ID=1281722&DL=1193,BMW,True
650,76800.0,77499.58,https://www.sgcarmart.com/used_cars/info.php?ID=1285982&DL=1094,Honda,True
652,49800.0,51384.14,https://www.sgcarmart.com/used_cars/info.php?ID=1290166&DL=1277,Mercedes-Benz,True
657,74800.0,74818.0,https://www.sgcarmart.com/used_cars/info.php?ID=1209864&DL=2026&utm_content=SLeligible,Mercedes-Benz,True
658,30800.0,31058.82,https://www.sgcarmart.com/used_cars/info.php?ID=1288409&DL=3495,Nissan,True
659,131777.0,141802.28,https://www.sgcarmart.com/used_cars/info.php?ID=1283171&DL=3648,Infiniti,True
660,77800.0,78170.275,https://www.sgcarmart.com/used_cars/info.php?ID=1275894&DL=1193&utm_content=SLeligible,Citroen,True
661,33998.0,39118.425,https://www.sgcarmart.com/used_cars/info.php?ID=1201904&DL=3382&utm_content=SLeligible,Toyota,True
662,90800.0,96473.9,https://www.sgcarmart.com/used_cars/info.php?ID=1284940&DL=3750&utm_content=SLeligible,Mercedes-Benz,True
664,159777.0,165177.72,https://www.sgcarmart.com/used_cars/info.php?ID=1281424&DL=3648,Mercedes-Benz,True
665,51800.0,53701.465,https://www.sgcarmart.com/used_cars/info.php?ID=1290044&DL=1024,Nissan,True
666,128500.0,129518.14,https://www.sgcarmart.com/used_cars/info.php?ID=1270952&DL=4229&utm_content=SLeligible,BMW,True
667,57500.0,63152.925,https://www.sgcarmart.com/used_cars/info.php?ID=1263450&DL=3541&utm_content=SLeligible,Mazda,True
668,56800.0,57637.07,https://www.sgcarmart.com/used_cars/info.php?ID=1247584&DL=3276&utm_content=SLeligible,Honda,True
669,46800.0,48740.585,https://www.sgcarmart.com/used_cars/info.php?ID=1288967&DL=3414,Mercedes-Benz,True
671,66000.0,67622.27,https://www.sgcarmart.com/used_cars/info.php?ID=1273237&DL=4383&utm_content=SLeligible,Volvo,True
672,82800.0,83260.75,https://www.sgcarmart.com/used_cars/info.php?ID=1288981&DL=3414&utm_content=SLeligible,Subaru,True
675,98800.0,99515.58,https://www.sgcarmart.com/used_cars/info.php?ID=1289793&DL=2425,Volkswagen,True
676,89800.0,92335.97,https://www.sgcarmart.com/used_cars/info.php?ID=1290159&DL=3210,BMW,True
678,34800.0,37266.68,https://www.sgcarmart.com/used_cars/info.php?ID=1282134&DL=4561,Peugeot,True
679,70800.0,71722.775,https://www.sgcarmart.com/used_cars/info.php?ID=1220912&DL=1433&utm_content=SLeligible,Lexus,True
682,47000.0,54153.805,https://www.sgcarmart.com/used_cars/info.php?ID=1286439&DL=3446&utm_content=SLeligible,Toyota,True
683,95000.0,98766.54,https://www.sgcarmart.com/used_cars/info.php?ID=1282124&DL=4458,BMW,True
684,63888.0,72072.9,https://www.sgcarmart.com/used_cars/info.php?ID=1254995&DL=3801&utm_content=SLeligible,Hyundai,True
685,35800.0,38215.24,https://www.sgcarmart.com/used_cars/info.php?ID=1270900&DL=2104&utm_content=SLeligible,Volvo,True
686,77999.0,81134.17,https://www.sgcarmart.com/used_cars/info.php?ID=1289480&DL=4555,BMW,True
687,117800.0,118466.27,https://www.sgcarmart.com/used_cars/info.php?ID=1286961&DL=1111,Audi,True
688,115800.0,133231.44,https://www.sgcarmart.com/used_cars/info.php?ID=1289405&DL=1000&utm_content=SLeligible,BMW,True
691,28800.0,28945.99,https://www.sgcarmart.com/used_cars/info.php?ID=1253903&DL=3712&utm_content=SLeligible,Hyundai,True
693,30800.0,31163.14,https://www.sgcarmart.com/used_cars/info.php?ID=1289170&DL=4343,Subaru,True
695,39800.0,40207.26,https://www.sgcarmart.com/used_cars/info.php?ID=1289027&DL=4058,Honda,True
697,59800.0,64052.08,https://www.sgcarmart.com/used_cars/info.php?ID=1289805&DL=2792,Citroen,True
702,103800.0,109408.96,https://www.sgcarmart.com/used_cars/info.php?ID=1282632&DL=1000&utm_content=SLeligible,Volkswagen,True
703,96998.0,115787.55,https://www.sgcarmart.com/used_cars/info.php?ID=1110142&DL=3382&utm_content=SLeligible,BMW,True
705,70800.0,71542.25,https://www.sgcarmart.com/used_cars/info.php?ID=1270641&DL=1054&utm_content=SLeligible,Honda,True
706,69800.0,70190.495,https://www.sgcarmart.com/used_cars/info.php?ID=1288801&DL=2448,Suzuki,True
707,48800.0,49865.1,https://www.sgcarmart.com/used_cars/info.php?ID=1289947&DL=1054,Mazda,True
708,66800.0,82909.48,https://www.sgcarmart.com/used_cars/info.php?ID=1189471&DL=1000,Mercedes-Benz,True
711,91800.0,94244.935,https://www.sgcarmart.com/used_cars/info.php?ID=1284404&DL=3089,BMW,True
712,54800.0,66677.42,https://www.sgcarmart.com/used_cars/info.php?ID=1252096&DL=2290&utm_content=SLeligible,Hyundai,True
714,37800.0,38025.68,https://www.sgcarmart.com/used_cars/info.php?ID=1286253&DL=4523,Mitsubishi,True
715,36800.0,40062.21,https://www.sgcarmart.com/used_cars/info.php?ID=1289878&DL=1001,Honda,True
717,63800.0,65814.135,https://www.sgcarmart.com/used_cars/info.php?ID=1283097&DL=3495&utm_content=SLeligible,BMW,True
718,116800.0,119305.925,https://www.sgcarmart.com/used_cars/info.php?ID=1261133&DL=1240&utm_content=SLeligible,Toyota,True
720,69800.0,69856.11,https://www.sgcarmart.com/used_cars/info.php?ID=1289115&DL=2341,Kia,True
721,161800.0,162034.73,https://www.sgcarmart.com/used_cars/info.php?ID=1288045&DL=1266,Honda,True
722,98000.0,109514.725,https://www.sgcarmart.com/used_cars/info.php?ID=1281513&DL=2341,Mercedes-Benz,True
723,110800.0,127712.275,https://www.sgcarmart.com/used_cars/info.php?ID=1246706&DL=1032&utm_content=SLeligible,Toyota,True
727,59800.0,61820.96,https://www.sgcarmart.com/used_cars/info.php?ID=1289460&DL=1044,Nissan,True
729,40800.0,43130.83,https://www.sgcarmart.com/used_cars/info.php?ID=1271632&DL=2140&utm_content=SLeligible,Peugeot,True
733,81800.0,82117.76,https://www.sgcarmart.com/used_cars/info.php?ID=1281403&DL=3723&utm_content=SLeligible,Audi,True
736,77800.0,80019.545,https://www.sgcarmart.com/used_cars/info.php?ID=1287435&DL=4561,Honda,True
737,76500.0,77011.84,https://www.sgcarmart.com/used_cars/info.php?ID=1284151&DL=3712,Mazda,True
738,118000.0,136370.805,https://www.sgcarmart.com/used_cars/info.php?ID=1290380&DL=1376&utm_content=SLeligible,Mercedes-Benz,True
739,81800.0,83321.82,https://www.sgcarmart.com/used_cars/info.php?ID=1289587&DL=3074,Mercedes-Benz,True
742,66800.0,68351.91,https://www.sgcarmart.com/used_cars/info.php?ID=1232095&DL=1418&utm_content=SLeligible,Lexus,True
744,81800.0,86513.64,https://www.sgcarmart.com/used_cars/info.php?ID=1239714&DL=3709&utm_content=SLeligible,Lexus,True
745,52800.0,60630.82,https://www.sgcarmart.com/used_cars/info.php?ID=1281781&DL=3750&utm_content=SLeligible,BMW,True
747,62000.0,64220.41,https://www.sgcarmart.com/used_cars/info.php?ID=1284354&DL=2389,Mercedes-Benz,True
748,44688.0,45393.46,https://www.sgcarmart.com/used_cars/info.php?ID=1290070&DL=4647,Audi,True
749,114688.0,117302.965,https://www.sgcarmart.com/used_cars/info.php?ID=1283424&DL=3368,BMW,True
751,86500.0,89903.025,https://www.sgcarmart.com/used_cars/info.php?ID=1254666&DL=3507&utm_content=SLeligible,Volvo,True
752,118688.0,121447.365,https://www.sgcarmart.com/used_cars/info.php?ID=1284061&DL=3368,BMW,True
757,105000.0,113870.715,https://www.sgcarmart.com/used_cars/info.php?ID=1289323&DL=4550,Volkswagen,True
758,68800.0,70291.585,https://www.sgcarmart.com/used_cars/info.php?ID=1268019&DL=4508&utm_content=SLeligible,Honda,True
759,80000.0,82126.46,https://www.sgcarmart.com/used_cars/info.php?ID=1289782&DL=3727&utm_content=SLeligible,MINI,True
760,56588.0,57731.36,https://www.sgcarmart.com/used_cars/info.php?ID=1290334&DL=4621&utm_content=SLeligible,MINI,True
761,89900.0,90325.725,https://www.sgcarmart.com/used_cars/info.php?ID=1271930&DL=4154&utm_content=SLeligible,BMW,True
762,111800.0,115195.975,https://www.sgcarmart.com/used_cars/info.php?ID=1271690&DL=2397&utm_content=SLeligible,Honda,True
763,48800.0,48983.31,https://www.sgcarmart.com/used_cars/info.php?ID=1289409&DL=1277,Toyota,True
764,185800.0,190683.985,https://www.sgcarmart.com/used_cars/info.php?ID=1114845&DL=3405&utm_content=SLeligible,Mercedes-Benz,True
766,41800.0,41962.8,https://www.sgcarmart.com/used_cars/info.php?ID=1288292&DL=4412,Mercedes-Benz,True
767,80500.0,80654.125,https://www.sgcarmart.com/used_cars/info.php?ID=1216919&DL=3301&utm_content=SLeligible,Mercedes-Benz,True
768,79800.0,80089.46,https://www.sgcarmart.com/used_cars/info.php?ID=1276271&DL=3564&utm_content=SLeligible,Audi,True
769,49800.0,59158.78,https://www.sgcarmart.com/used_cars/info.php?ID=1278481&DL=3750&utm_content=SLeligible,BMW,True
772,91300.0,91873.285,https://www.sgcarmart.com/used_cars/info.php?ID=1276856&DL=4508&utm_content=SLeligible,Toyota,True
775,97200.0,97505.89,https://www.sgcarmart.com/used_cars/info.php?ID=1286421&DL=3613,BMW,True
776,132777.0,134507.255,https://www.sgcarmart.com/used_cars/info.php?ID=1263303&DL=2689&utm_content=SLeligible,Mercedes-Benz,True
780,60800.0,62976.92,https://www.sgcarmart.com/used_cars/info.php?ID=1276316&DL=4313&utm_content=SLeligible,Mercedes-Benz,True
783,127777.0,128847.77,https://www.sgcarmart.com/used_cars/info.php?ID=1288310&DL=2792,BMW,True
784,34800.0,34829.195,https://www.sgcarmart.com/used_cars/info.php?ID=1284486&DL=3792,Volvo,True
786,32800.0,34200.075,https://www.sgcarmart.com/used_cars/info.php?ID=1289946&DL=1061,Volvo,True
787,159800.0,162775.4,https://www.sgcarmart.com/used_cars/info.php?ID=1285247&DL=1339&utm_content=SLeligible,BMW,True
791,143800.0,144565.13,https://www.sgcarmart.com/used_cars/info.php?ID=1277756&DL=2389&utm_content=SLeligible,BMW,True
792,85800.0,92611.255,https://www.sgcarmart.com/used_cars/info.php?ID=1230462&DL=3602&utm_content=SLeligible,Peugeot,True
793,78800.0,82290.805,https://www.sgcarmart.com/used_cars/info.php?ID=1257646&DL=3662&utm_content=SLeligible,MINI,True
794,50800.0,60391.695,https://www.sgcarmart.com/used_cars/info.php?ID=1283961&DL=2817,Mitsubishi,True
795,124800.0,128386.66,https://www.sgcarmart.com/used_cars/info.php?ID=1259537&DL=4327&utm_content=SLeligible,BMW,True
798,85000.0,86653.425,https://www.sgcarmart.com/used_cars/info.php?ID=1289457&DL=3597,Audi,True
800,116800.0,116848.78,https://www.sgcarmart.com/used_cars/info.php?ID=1273112&DL=4162&utm_content=SLeligible,Mercedes-Benz,True
801,76800.0,77288.68,https://www.sgcarmart.com/used_cars/info.php?ID=1280017&DL=1360&utm_content=SLeligible,Kia,True
802,83800.0,87296.88,https://www.sgcarmart.com/used_cars/info.php?ID=1234612&DL=3495&utm_content=SLeligible,Mercedes-Benz,True
805,203888.0,253690.975,https://www.sgcarmart.com/used_cars/info.php?ID=1282920&DL=1000&utm_content=SLeligible,BMW,True
812,152788.0,153712.65,https://www.sgcarmart.com/used_cars/info.php?ID=1253395&DL=4108&utm_content=SLeligible,Lexus,True
813,115000.0,115587.72,https://www.sgcarmart.com/used_cars/info.php?ID=1112569&DL=1398&utm_content=SLeligible,Mercedes-Benz,True
815,105600.0,107048.34,https://www.sgcarmart.com/used_cars/info.php?ID=1163532&DL=3414&utm_content=SLeligible,Jaguar,True
816,36800.0,37150.64,https://www.sgcarmart.com/used_cars/info.php?ID=1252193&DL=2349&utm_content=SLeligible,Honda,True
817,27800.0,35926.15,https://www.sgcarmart.com/used_cars/info.php?ID=1289644&DL=4419,Toyota,True
818,37800.0,39214.26,https://www.sgcarmart.com/used_cars/info.php?ID=1289674&DL=1137,Mitsubishi,True
820,79300.0,82379.885,https://www.sgcarmart.com/used_cars/info.php?ID=1284007&DL=4508,Audi,True
821,24998.0,25500.66,https://www.sgcarmart.com/used_cars/info.php?ID=1287299&DL=3382,Toyota,True
825,42800.0,46205.615,https://www.sgcarmart.com/used_cars/info.php?ID=1277299&DL=2140&utm_content=SLeligible,Honda,True
829,127800.0,130326.99,https://www.sgcarmart.com/used_cars/info.php?ID=1289036&DL=1015,Toyota,True
830,44800.0,48617.82,https://www.sgcarmart.com/used_cars/info.php?ID=1285243&DL=3647&utm_content=SLeligible,Chevrolet,True
833,119800.0,121261.22,https://www.sgcarmart.com/used_cars/info.php?ID=1285076&DL=2389,Toyota,True
836,51800.0,52541.94,https://www.sgcarmart.com/used_cars/info.php?ID=1281435&DL=1360,Mitsubishi,True
837,58600.0,62928.94,https://www.sgcarmart.com/used_cars/info.php?ID=1235013&DL=3554&utm_content=SLeligible,Volkswagen,True
838,115800.0,118373.205,https://www.sgcarmart.com/used_cars/info.php?ID=1182591&DL=2976&utm_content=SLeligible,Mercedes-Benz,True
839,60800.0,66179.58,https://www.sgcarmart.com/used_cars/info.php?ID=1267106&DL=2440&utm_content=SLeligible,Volkswagen,True
842,96800.0,110681.32,https://www.sgcarmart.com/used_cars/info.php?ID=1282444&DL=1000&utm_content=SLeligible,Mercedes-Benz,True
843,178888.0,179184.09,https://www.sgcarmart.com/used_cars/info.php?ID=1289035&DL=2191,MINI,True
845,57800.0,59141.465,https://www.sgcarmart.com/used_cars/info.php?ID=1231025&DL=3845&utm_content=SLeligible,Mitsubishi,True
846,69998.0,71790.93,https://www.sgcarmart.com/used_cars/info.php?ID=1288842&DL=3382&utm_content=SLeligible,Alfa,True
847,55800.0,65852.69,https://www.sgcarmart.com/used_cars/info.php?ID=1289113&DL=4211&utm_content=SLeligible,Volkswagen,True
849,39800.0,43221.83,https://www.sgcarmart.com/used_cars/info.php?ID=1290410&DL=1061,Lexus,True
