,LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,POWER,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
868,https://www.sgcarmart.com/used_cars/info.php?ID=1289885&DL=1000,Mercedes-Benz,88000,70700,11-Feb-2015,99000,2014,1202,Auto,36421,18/04/2024,48963,60549,355,75289,273,1991,1555,3,Sports Car
869,https://www.sgcarmart.com/used_cars/info.php?ID=1270977&DL=3271&utm_content=SLeligible,Citroen,132900,16140,10-Sep-2021,38000,2021,508,Auto,55001,18/04/2024,24985,26979,128,47000,2677,1199,1397,1,MPV
870,https://www.sgcarmart.com/used_cars/info.php?ID=1289431&DL=3382,BMW,152998,25980,25-Oct-2018,62079,2018,1210,Auto,63944,18/04/2024,55074,71134,248,31302,1646,1998,1715,1,SUV
871,https://www.sgcarmart.com/used_cars/info.php?ID=1290336&DL=1163,BMW,143800,25820,26-Jun-2018,56000,2018,1210,Auto,64113,18/04/2024,55168,71303,248,33900,1527,1998,1715,2,SUV
872,https://www.sgcarmart.com/used_cars/info.php?ID=1279210&DL=3750&utm_content=SLeligible,BMW,69800,10890,15-Sep-2010,134000,2010,1691,Auto,22397,18/04/2024,41010,41010,154,34935,2317,1995,1625,6,Sports Car
873,https://www.sgcarmart.com/used_cars/info.php?ID=1253593&DL=3093&utm_content=SLeligible,Toyota,99800,17170,21-Dec-2018,75000,2018,1784,Auto,41801,18/04/2024,33574,39004,206,31001,1702,2487,1545,3,Luxury Sedan
874,https://www.sgcarmart.com/used_cars/info.php?ID=1289708&DL=511,Toyota,,,25-May-2022,42550,2021,392,Auto,,18/04/2024,17897,5000,96,70901,2956,996,970,1,SUV
875,https://www.sgcarmart.com/used_cars/info.php?ID=1287848&DL=2563,Porsche,349000,96440,12-Dec-2016,58000,2016,2364,Auto,126230,18/04/2024,119433,186980,364,53001,943,2981,1450,3,Sports Car
876,https://www.sgcarmart.com/used_cars/info.php?ID=1267910&DL=3757&utm_content=SLeligible,BMW,160800,20280,09-Oct-2020,25000,2020,1210,Auto,70734,18/04/2024,47796,58915,181,40989,2340,1998,1460,1,Luxury Sedan
877,https://www.sgcarmart.com/used_cars/info.php?ID=1229421&DL=1000&utm_content=SLeligible,Mercedes-Benz,38888,17680,18-Jul-2006,,2005,3225,Auto,10665,18/04/2024,86667,95334,201,48479,792,2799,1695,2,Luxury Sedan
878,https://www.sgcarmart.com/used_cars/info.php?ID=1290006&DL=2870,Honda,57988,15310,30-May-2017,105000,2017,742,Auto,29496,18/04/2024,20480,20672,123,51600,1126,1597,1249,1,Mid-Sized Sedan
879,https://www.sgcarmart.com/used_cars/info.php?ID=1284517&DL=2434,Hyundai,67800,13800,02-Oct-2018,107000,2018,738,Auto,22266,18/04/2024,12572,12572,125,30209,1613,1591,1345,1,Mid-Sized Sedan
880,https://www.sgcarmart.com/used_cars/info.php?ID=1288838&DL=3722,Nissan,55800,14300,05-Sep-2017,48920,2017,508,Auto,24143,18/04/2024,19881,14881,113,42801,1222,1197,1325,1,SUV
881,https://www.sgcarmart.com/used_cars/info.php?ID=1264696&DL=3283&utm_content=SLeligible,Renault,60800,13090,20-Apr-2018,85000,2017,1048,Auto,26554,18/04/2024,,,108,37000,1461,1461,1501,1,Hatchback
882,https://www.sgcarmart.com/used_cars/info.php?ID=1290383&DL=1339,Mitsubishi,100800,17160,06-May-2019,68000,2018,684,Auto,45491,18/04/2024,25956,28339,160,48000,1832,1499,1490,2,SUV
883,https://www.sgcarmart.com/used_cars/info.php?ID=1257684&DL=2175&utm_content=SLeligible,Citroen,94800,15490,26-Jul-2019,58000,2019,742,Auto,37649,18/04/2024,24501,26302,178,34000,1922,1598,1430,2,SUV
884,https://www.sgcarmart.com/used_cars/info.php?ID=1248185&DL=1000,BMW,68000,13970,06-Dec-2000,,2000,2688,Auto,15547,18/04/2024,48371,67720,,31933,1460,2494,,,Sports Car
885,https://www.sgcarmart.com/used_cars/info.php?ID=1270621&DL=4272&utm_content=SLeligible,Bentley,156000,32060,20-Feb-2009,100000,2005,10611,Auto,15015,18/04/2024,111591,111591,551,31335,1733,5998,2410,6,Sports Car
886,https://www.sgcarmart.com/used_cars/info.php?ID=1283761&DL=1036&utm_content=SLeligible,Mercedes-Benz,63888,12770,28-Mar-2014,99168,2013,740,Auto,,18/04/2024,25334,17468,120,,1825,1595,1425,2,Hatchback
887,https://www.sgcarmart.com/used_cars/info.php?ID=1289589&DL=4449&utm_content=SLeligible,Audi,118000,21300,11-Nov-2009,50000,2009,1791,Auto,20775,18/04/2024,62878,62878,268,37502,2008,1984,1415,1,Sports Car
888,https://www.sgcarmart.com/used_cars/info.php?ID=1290382&DL=3282&utm_content=SLeligible,Mercedes-Benz,89888,14110,17-Dec-2010,,2010,1364,Auto,20975,18/04/2024,60991,60991,201,32914,2313,1796,1695,1,Sports Car
889,https://www.sgcarmart.com/used_cars/info.php?ID=1285974&DL=2025,Nissan,65888,14460,26-Feb-2018,63265,2017,508,Auto,27361,18/04/2024,20143,20201,113,36890,1102,1197,1325,1,SUV
890,https://www.sgcarmart.com/used_cars/info.php?ID=1265371&DL=2649&utm_content=SLeligible,MINI,185900,21280,30-Dec-2022,10000,2022,1707,Auto,100098,18/04/2024,,,181,113881,3161,,1365,1,Hatchback
891,https://www.sgcarmart.com/used_cars/info.php?ID=1281117&DL=2389,Toyota,99800,17750,18-Oct-2018,102812,2018,1198,Auto,42892,18/04/2024,34131,39784,150,33420,1619,1987,1565,1,SUV
892,https://www.sgcarmart.com/used_cars/info.php?ID=1290131&DL=3160,Hyundai,1588,,06-Jun-2009,,2008,939,Auto,329,18/04/2024,9469,9469,93,13943,33,1399,1263,5,Mid-Sized Sedan
893,https://www.sgcarmart.com/used_cars/info.php?ID=1277493&DL=3709&utm_content=SLeligible,Volkswagen,56800,11350,20-Nov-2014,109300,2014,508,Auto,,18/04/2024,18097,5000,103,,1825,1197,1229,3,Hatchback
894,https://www.sgcarmart.com/used_cars/info.php?ID=1285926&DL=2875,BMW,253800,28630,12-Oct-2021,29000,2020,1210,Auto,111791,18/04/2024,59442,78996,254,70200,2708,1998,1505,2,Sports Car
895,https://www.sgcarmart.com/used_cars/info.php?ID=1236586&DL=3607,Mitsubishi,55000,,N.A.,,"$7,000",,,,18/04/2024,,,,,,2340,,,Manual
896,https://www.sgcarmart.com/used_cars/info.php?ID=1281755&DL=3803&utm_content=SLeligible,Mercedes-Benz,74288,13640,28-Sep-2009,,2009,1461,Auto,20665,18/04/2024,53009,53009,201,37941,1984,1796,1650,,Luxury Sedan
897,https://www.sgcarmart.com/used_cars/info.php?ID=1282513&DL=3723&utm_content=SLeligible,Toyota,115800,17940,12-Oct-2010,158000,2010,2293,Auto,22550,18/04/2024,45041,45041,167,34935,2342,2362,1930,6,MPV
898,https://www.sgcarmart.com/used_cars/info.php?ID=1195646&DL=2493,Porsche,106800,59680,13-Mar-2015,,2014,2382,Auto,59338,18/04/2024,74630,106334,335,68668,2,2997,1940,1,SUV
899,https://www.sgcarmart.com/used_cars/info.php?ID=1259056&DL=2976&utm_content=SLeligible,Mercedes-Benz,143800,25380,19-Nov-2018,75801,2018,1202,Auto,53168,18/04/2024,44782,54695,207,32429,1670,1991,1735,2,SUV
900,https://www.sgcarmart.com/used_cars/info.php?ID=1278774&DL=3214&utm_content=SLeligible,Volkswagen,124800,28750,31-Oct-2017,39142,2017,1194,Auto,47822,18/04/2024,38859,46403,285,50000,1277,1984,1526,3,Sports Car
901,https://www.sgcarmart.com/used_cars/info.php?ID=1283123&DL=1095,Volkswagen,106888,17690,28-Feb-2019,94000,2018,1194,Auto,46984,18/04/2024,35452,41633,217,36667,1469,1984,1790,2,MPV
902,https://www.sgcarmart.com/used_cars/info.php?ID=1205876&DL=3712&utm_content=SLeligible,Lexus,232000,33950,16-Apr-2018,112390,2018,3082,Auto,142307,18/04/2024,122630,192734,415,44000,1133,3445,2220,1,Luxury Sedan
903,https://www.sgcarmart.com/used_cars/info.php?ID=1217604&DL=4229&utm_content=SLeligible,Honda,62800,16330,28-Dec-2017,89000,2017,682,Auto,20609,18/04/2024,,,150,47002,1344,1496,1280,1,SUV
904,https://www.sgcarmart.com/used_cars/info.php?ID=1289093&DL=4536,Ferrari,888000,142290,30-Oct-2018,6700,2018,3796,Auto,355557,18/04/2024,285371,485668,661,34381,1641,3902,1565,2,Sports Car
905,https://www.sgcarmart.com/used_cars/info.php?ID=1287792&DL=1368,Volkswagen,63800,15720,15-Nov-2017,56144,2016,624,Auto,26704,18/04/2024,23692,15169,123,47112,1282,1395,1249,1,Hatchback
906,https://www.sgcarmart.com/used_cars/info.php?ID=1289707&DL=511,Mercedes-Benz,,,11-Apr-2017,84676,2016,2382,Auto,,18/04/2024,89948,133907,268,50621,763,2996,1940,1,Luxury Sedan
907,https://www.sgcarmart.com/used_cars/info.php?ID=1245088&DL=3647&utm_content=SLeligible,Renault,90800,15610,30-Mar-2019,71000,2019,766,Auto,34893,18/04/2024,25065,27091,202,32909,1491,1618,1392,2,Hatchback
908,https://www.sgcarmart.com/used_cars/info.php?ID=1287492&DL=1000&utm_content=SLeligible,BMW,25000,15280,31-Jul-2015,104315,2015,1082,Auto,13116,18/04/2024,,,113,55889,457,1496,1350,2,Hatchback
909,https://www.sgcarmart.com/used_cars/info.php?ID=1285339&DL=4458,BMW,152500,18860,22-Jan-2021,48700,2020,1210,Auto,70582,18/04/2024,41367,49914,154,49001,2463,1998,1490,1,Luxury Sedan
910,https://www.sgcarmart.com/used_cars/info.php?ID=1282009&DL=2077,Honda,76800,14750,09-Jan-2019,65659,2018,682,Auto,24903,18/04/2024,,,135,31809,1701,1496,1190,2,Stationwagon
911,https://www.sgcarmart.com/used_cars/info.php?ID=1250315&DL=2356&utm_content=SLeligible,Volkswagen,115800,21030,29-Aug-2018,52500,2018,1194,Auto,47760,18/04/2024,40007,48010,217,32429,1580,1984,1550,2,Stationwagon
912,https://www.sgcarmart.com/used_cars/info.php?ID=1289002&DL=1000&utm_content=SLeligible,MINI,60800,27130,21-Jan-2016,69500,2015,1210,Auto,24021,18/04/2024,27967,26154,189,55089,637,1998,1240,3,Sports Car
913,https://www.sgcarmart.com/used_cars/info.php?ID=1289142&DL=2291,BMW,110800,17550,14-Jun-2019,81500,2019,684,Auto,45934,18/04/2024,34725,40615,107,30009,1861,1499,1490,1,MPV
914,https://www.sgcarmart.com/used_cars/info.php?ID=1289340&DL=1032,Honda,72800,13900,08-Mar-2019,81123,2018,682,Auto,19010,18/04/2024,19701,9701,130,25000,1467,1496,1130,1,Stationwagon
915,https://www.sgcarmart.com/used_cars/info.php?ID=1278164&DL=3647&utm_content=SLeligible,Volkswagen,57888,16740,18-Apr-2017,79600,2016,624,Auto,24829,18/04/2024,23861,15406,123,52000,760,1395,1249,1,Hatchback
916,https://www.sgcarmart.com/used_cars/info.php?ID=1258174&DL=1032&utm_content=SLeligible,Ssangyong,108800,15690,06-Apr-2020,64214,2019,2062,Auto,44924,18/04/2024,,,175,38000,1863,2157,2085,1,MPV
917,https://www.sgcarmart.com/used_cars/info.php?ID=1281673&DL=3647,Jeep,250000,27200,17-Jun-2022,35000,2022,1208,Auto,115235,18/04/2024,45456,55639,268,90002,2959,1995,2123,1,SUV
918,https://www.sgcarmart.com/used_cars/info.php?ID=1198039&DL=2563&utm_content=SLeligible,Maserati,195000,30240,24-Oct-2018,80000,2018,2362,Auto,95860,18/04/2024,80432,116778,344,32900,1645,2979,1850,2,Luxury Sedan
919,https://www.sgcarmart.com/used_cars/info.php?ID=1282965&DL=4433&utm_content=SLeligible,Porsche,81000,25120,10-Jul-2007,198000,2007,3027,Auto,16921,18/04/2024,79622,87585,241,52473,1156,2687,1390,,Sports Car
920,https://www.sgcarmart.com/used_cars/info.php?ID=1290349&DL=3321,Mercedes-Benz,368000,81000,08-Aug-2017,78000,2017,6236,Auto,146945,18/04/2024,127090,200762,563,49899,1185,5461,2555,2,SUV
921,https://www.sgcarmart.com/used_cars/info.php?ID=1279216&DL=1064&utm_content=SLeligible,Hyundai,54800,13800,31-Oct-2017,97000,2017,738,Auto,22580,18/04/2024,12032,12032,125,41761,1277,1591,1345,2,Mid-Sized Sedan
922,https://www.sgcarmart.com/used_cars/info.php?ID=1273572&DL=1193&utm_content=SLeligible,Nissan,67800,14640,28-Mar-2018,91000,2017,508,Auto,28112,18/04/2024,20143,20201,113,38000,1134,1197,1325,1,SUV
923,https://www.sgcarmart.com/used_cars/info.php?ID=1246700&DL=2296&utm_content=SLeligible,Volvo,212800,23860,20-Apr-2022,21000,2022,1176,Auto,111360,18/04/2024,,,246,98389,2921,1969,1828,1,SUV
924,https://www.sgcarmart.com/used_cars/info.php?ID=1289629&DL=3709,MINI,58800,26040,22-Jan-2016,88000,2015,1210,Auto,23890,18/04/2024,27747,25846,189,54920,638,1998,1240,4,Sports Car
925,https://www.sgcarmart.com/used_cars/info.php?ID=1229297&DL=2900&utm_content=SLeligible,BMW,123800,21200,22-Oct-2018,63000,2018,1210,Auto,53513,18/04/2024,45907,56270,181,31301,1643,1998,1540,1,Luxury Sedan
926,https://www.sgcarmart.com/used_cars/info.php?ID=1263931&DL=4332&utm_content=SLeligible,Jaguar,50800,15300,23-Feb-2016,119020,2015,1812,Auto,33443,18/04/2024,,,177,46970,369,1999,1574,1,Luxury
927,https://www.sgcarmart.com/used_cars/info.php?ID=1287353&DL=1418,Mercedes-Benz,81800,20170,04-Sep-2017,99337,2017,740,Auto,32636,18/04/2024,28815,27341,120,44002,1221,1595,1430,1,Luxury Sedan
928,https://www.sgcarmart.com/used_cars/info.php?ID=1281411&DL=4508,Nissan,46800,14940,11-Aug-2016,125000,2016,1210,Auto,27893,18/04/2024,23227,24518,142,57010,823,1997,1626,3,SUV
929,https://www.sgcarmart.com/used_cars/info.php?ID=1288778&DL=3975,Audi,168800,28200,02-Jan-2019,99500,2018,1194,Auto,65418,18/04/2024,55523,71942,254,32000,1704,1984,2105,1,SUV
930,https://www.sgcarmart.com/used_cars/info.php?ID=1280964&DL=2725&utm_content=SLeligible,Audi,59800,11950,26-May-2014,123000,2014,624,Auto,,18/04/2024,27215,15101,120,,1825,1395,1310,4,Luxury Sedan
931,https://www.sgcarmart.com/used_cars/info.php?ID=1273081&DL=2855&utm_content=SLeligible,Renault,49800,13920,11-Sep-2017,76000,2016,1048,Auto,18606,18/04/2024,,,108,45201,1218,1461,1320,1,Mid-Sized
932,https://www.sgcarmart.com/used_cars/info.php?ID=1282944&DL=3750&utm_content=SLeligible,Toyota,48588,9980,19-Mar-2009,148000,2008,2457,Auto,15547,18/04/2024,23278,23278,164,31933,1460,2362,1500,5,Luxury Sedan
933,https://www.sgcarmart.com/used_cars/info.php?ID=1287127&DL=2138&utm_content=SLeligible,Mercedes-Benz,113000,11290,28-Oct-2014,,2014,740,Auto,,18/04/2024,26629,19281,120,,0,1595,1430,2,Luxury Sedan
934,https://www.sgcarmart.com/used_cars/info.php?ID=1289752&DL=4344,BMW,112000,26060,28-Apr-2016,66000,2015,2384,Auto,81095,18/04/2024,81365,118457,321,49501,739,2998,1770,3,Luxury Sedan
935,https://www.sgcarmart.com/used_cars/info.php?ID=1290337&DL=4427,Audi,85888,16180,29-Oct-2018,99000,2018,392,Auto,29191,18/04/2024,23683,25157,113,25556,1640,999,1315,2,SUV
936,https://www.sgcarmart.com/used_cars/info.php?ID=1239227&DL=4234&utm_content=SLeligible,BMW,84800,17020,13-Feb-2018,83531,2017,684,Auto,40925,18/04/2024,33947,39526,134,39903,1370,1499,1425,1,Luxury Sedan
937,https://www.sgcarmart.com/used_cars/info.php?ID=1264363&DL=1177&utm_content=SLeligible,BMW,139000,19770,29-Apr-2011,173000,2010,5132,Auto,33264,18/04/2024,83120,83120,414,47316,2555,3999,1830,4,Sports Car
938,https://www.sgcarmart.com/used_cars/info.php?ID=1289292&DL=3476,Toyota,121800,14580,28-Dec-2021,40338,2021,742,Auto,59622,18/04/2024,19159,19159,128,58801,2804,1598,1315,2,Mid-Sized Sedan
939,https://www.sgcarmart.com/used_cars/info.php?ID=1283603&DL=1000&utm_content=SLeligible,Porsche,183888,18380,23-Oct-2014,136500,2014,2382,Auto,,18/04/2024,77729,111913,335,,0,2997,1940,5,SUV
940,https://www.sgcarmart.com/used_cars/info.php?ID=1156160&DL=1220&utm_content=SLeligible,BMW,128800,30210,05-Dec-2016,113000,2016,2362,Auto,74045,18/04/2024,70378,98681,315,56410,946,2979,1750,2,Luxury Sedan
941,https://www.sgcarmart.com/used_cars/info.php?ID=1048725&DL=1269&utm_content=SLeligible,Honda,145800,37800,26-Feb-2008,26000,2008,1815,Manual,19511,18/04/2024,37985,41784,237,50578,1102,1997,1270,3,Sports Car
942,https://www.sgcarmart.com/used_cars/info.php?ID=1267766&DL=1269&utm_content=SLeligible,BMW,308000,32130,08-Apr-2022,13500,2021,2384,Auto,157346,18/04/2024,73032,103458,355,99999,2585,2998,1870,2,SUV
943,https://www.sgcarmart.com/used_cars/info.php?ID=1290338&DL=2097,Volvo,21888,,17-Jul-2014,132624,2013,1144,Auto,16860,18/04/2024,,,112,61990,68,1560,1596,1,Luxury
944,https://www.sgcarmart.com/used_cars/info.php?ID=1289034&DL=3845&utm_content=SLeligible,Honda,53800,12130,24-Sep-2008,140000,2008,1467,Auto,14805,18/04/2024,16820,16820,138,33377,1615,1799,1350,2,MPV
945,https://www.sgcarmart.com/used_cars/info.php?ID=1276586&DL=4501&utm_content=SLeligible,2018,91800,17530,31-Oct-2018,63000,2018,1210,Auto,31367,18/04/2024,23230,24522,162,31302,1642,1998,1572,2,SUV
946,https://www.sgcarmart.com/used_cars/info.php?ID=1247493&DL=3008&utm_content=SLeligible,BMW,139388,18160,26-Nov-2020,26800,2019,684,Auto,56215,18/04/2024,33385,38739,138,41101,2407,1499,1320,2,Hatchback
947,https://www.sgcarmart.com/used_cars/info.php?ID=1280307&DL=1463&utm_content=SLeligible,BMW,120999,18030,29-Nov-2019,35500,2019,684,Auto,52097,18/04/2024,33930,39502,134,40009,2035,1499,1365,2,Sports Car
948,https://www.sgcarmart.com/used_cars/info.php?ID=1271723&DL=2303&utm_content=SLeligible,Peugeot,60800,13450,21-Jun-2018,37532,2017,508,Auto,22379,18/04/2024,19303,9303,108,38001,1522,1199,1140,1,SUV
949,https://www.sgcarmart.com/used_cars/info.php?ID=1289848&DL=4108,Mitsubishi,79800,17950,12-Feb-2018,,2017,1210,Auto,30921,18/04/2024,21788,22504,147,42661,1369,1998,1480,1,SUV
950,https://www.sgcarmart.com/used_cars/info.php?ID=1243643&DL=4189&utm_content=SLeligible,BMW,220888,23630,29-Apr-2022,19900,2020,1210,Auto,122822,18/04/2024,,,183,94889,2920,1998,1685,2,Luxury
951,https://www.sgcarmart.com/used_cars/info.php?ID=1226325&DL=3801&utm_content=SLeligible,Audi,215688,29950,14-Jul-2011,85493,2011,5468,Auto,38846,18/04/2024,147728,147728,423,53932,2617,4163,1565,6,Sports Car
952,https://www.sgcarmart.com/used_cars/info.php?ID=1236409&DL=1127&utm_content=SLeligible,Honda,169000,21910,19-Feb-2021,35300,2020,1630,Auto,62158,18/04/2024,33022,38231,172,49489,2190,2356,1858,2,MPV
953,https://www.sgcarmart.com/used_cars/info.php?ID=1288925&DL=4323,2019,97800,15790,03-Sep-2019,52000,2017,974,Auto,40041,18/04/2024,,,120,38602,1950,1797,1440,3,SUV
954,https://www.sgcarmart.com/used_cars/info.php?ID=1289637&DL=4554&utm_content=SLeligible,Mitsubishi,62000,13290,17-Dec-2008,185909,2008,1026,Auto,12864,18/04/2024,18750,16131,107,27571,1678,1499,1313,5,Mid-Sized Sedan
955,https://www.sgcarmart.com/used_cars/info.php?ID=1276789&DL=4239&utm_content=SLeligible,Lexus,129800,12970,02-May-2014,,2014,1792,Auto,,18/04/2024,,,202,,0,2494,1705,3,Luxury
956,https://www.sgcarmart.com/used_cars/info.php?ID=1290184&DL=2351,BMW,142800,18740,26-Oct-2020,48011,2020,684,Auto,57572,18/04/2024,35079,41111,138,40990,2377,1499,1430,1,SUV
957,https://www.sgcarmart.com/used_cars/info.php?ID=1290139&DL=1079&utm_content=SLeligible,Honda,52800,12200,16-Aug-2008,146500,2008,1467,Auto,15147,18/04/2024,20479,20479,138,34991,1558,1799,1219,5,Mid-Sized Sedan
958,https://www.sgcarmart.com/used_cars/info.php?ID=1242531&DL=3089&utm_content=SLeligible,Mercedes-Benz,207800,21680,18-Nov-2022,24000,2022,586,Auto,104488,18/04/2024,36514,43120,128,84000,3100,1332,1550,1,SUV
959,https://www.sgcarmart.com/used_cars/info.php?ID=1265461&DL=3647,BMW,24000,19200,29-Dec-2014,101000,2014,684,Auto,15781,18/04/2024,28057,21280,134,73990,240,1499,1360,2,Hatchback
960,https://www.sgcarmart.com/used_cars/info.php?ID=1223652&DL=2080&utm_content=SLeligible,Lexus,62800,11340,25-Nov-2009,,2009,2700,Auto,20775,18/04/2024,38495,38495,205,37502,2008,2500,1625,4,Luxury Sedan
961,https://www.sgcarmart.com/used_cars/info.php?ID=1256628&DL=4332&utm_content=SLeligible,BMW,89800,21340,03-Aug-2017,115093,2017,1210,Auto,41858,18/04/2024,33704,39186,181,49802,1190,1997,1680,2,SUV
962,https://www.sgcarmart.com/used_cars/info.php?ID=1277766&DL=3961&utm_content=SLeligible,Mercedes-Benz,77800,15550,28-Aug-2014,90237,2014,740,Auto,,18/04/2024,32523,32533,154,,1825,1595,1505,2,Luxury Sedan
963,https://www.sgcarmart.com/used_cars/info.php?ID=1242035&DL=1340&utm_content=SLeligible,Honda,85800,13180,24-Jul-2020,37700,2019,578,Auto,21516,18/04/2024,16449,6449,97,26620,2285,1317,1030,1,Hatchback
964,https://www.sgcarmart.com/used_cars/info.php?ID=1213298&DL=3911&utm_content=SLeligible,Honda,68800,13700,16-Nov-2018,,2018,682,Auto,22789,18/04/2024,,,135,31301,1648,1496,1140,2,Hatchback
965,https://www.sgcarmart.com/used_cars/info.php?ID=1289658&DL=1240,Honda,64800,13870,07-May-2018,72900,2018,684,Auto,27461,18/04/2024,17233,17233,118,38000,1468,1497,1096,1,Mid-Sized Sedan
966,https://www.sgcarmart.com/used_cars/info.php?ID=1289993&DL=4577,Toyota,48000,15170,21-Oct-2016,170000,2016,976,Auto,25260,18/04/2024,19955,19955,140,53001,912,1798,1360,2,MPV
967,https://www.sgcarmart.com/used_cars/info.php?ID=1289906&DL=3514,Porsche,428800,39230,24-Mar-2023,29080,2021,2262,Auto,221268,18/04/2024,86438,156602,375,116201,2955,2894,2005,1,SUV
968,https://www.sgcarmart.com/used_cars/info.php?ID=1289722&DL=3318&utm_content=SLeligible,Mercedes-Benz,72800,13360,29-Sep-2009,129000,2009,1461,Auto,20675,18/04/2024,53009,53009,201,37941,1975,1796,1650,3,Luxury Sedan
969,https://www.sgcarmart.com/used_cars/info.php?ID=1288897&DL=2140&utm_content=SLeligible,Mercedes-Benz,133800,13370,01-Sep-2014,,2014,740,Auto,,18/04/2024,32856,27999,154,,0,1595,1425,3,Luxury Sedan
970,https://www.sgcarmart.com/used_cars/info.php?ID=1289883&DL=1368,Volvo,198800,23380,15-Dec-2021,20949,2021,1176,Auto,90515,18/04/2024,,,246,79601,2771,1969,1777,1,Luxury
971,https://www.sgcarmart.com/used_cars/info.php?ID=1277259&DL=3647&utm_content=SLeligible,Honda,59800,15660,20-Jun-2017,95866,2017,742,Auto,27533,18/04/2024,20225,20315,123,45201,1156,1597,1249,2,Mid-Sized Sedan
972,https://www.sgcarmart.com/used_cars/info.php?ID=1289422&DL=4343&utm_content=SLeligible,BMW,60800,13120,05-Dec-2008,175000,2008,1812,Auto,14618,18/04/2024,45713,45713,167,31553,1676,1995,1700,,Luxury Sedan
973,https://www.sgcarmart.com/used_cars/info.php?ID=1202212&DL=3647&utm_content=SLeligible,Mitsubishi,126000,28390,25-Sep-2008,,2008,1815,Auto,14814,18/04/2024,38323,38323,276,33377,1616,1998,1560,4,Sports Car
974,https://www.sgcarmart.com/used_cars/info.php?ID=1290032&DL=3486,Honda,59900,14490,04-Apr-2018,80000,2017,682,Auto,19055,18/04/2024,,,135,39903,1131,1496,1140,1,Hatchback
975,https://www.sgcarmart.com/used_cars/info.php?ID=1220838&DL=1220&utm_content=SLeligible,BMW,79900,15230,17-Jul-2009,,2009,3543,Auto,22500,18/04/2024,101278,101278,321,42885,1893,2979,1895,4,Luxury Sedan
976,https://www.sgcarmart.com/used_cars/info.php?ID=1289391&DL=1351&utm_content=SLeligible,Honda,63800,13310,06-May-2009,150000,2009,1467,Auto,15015,18/04/2024,27560,27560,138,31335,1733,1799,1385,3,MPV
977,https://www.sgcarmart.com/used_cars/info.php?ID=1239362&DL=2029&utm_content=SLeligible,Honda,67000,18240,19-Jan-2017,99600,2016,1210,Auto,34217,18/04/2024,29696,33575,152,51109,1000,1997,1530,2,Luxury Sedan
978,https://www.sgcarmart.com/used_cars/info.php?ID=1290405&DL=1000&utm_content=SLeligible,Mercedes-Benz,235800,33710,12-Dec-2018,92000,2018,2382,Auto,125112,18/04/2024,103294,157930,362,31301,1673,2996,1955,2,Luxury Sedan
979,https://www.sgcarmart.com/used_cars/info.php?ID=1239052&DL=1220,Mercedes-Benz,55000,28200,22-Apr-1986,,1986,,Auto,9935,18/04/2024,,,,50932,398,2599,,,Luxury Sedan
980,https://www.sgcarmart.com/used_cars/info.php?ID=1280289&DL=4524&utm_content=SLeligible,Land,255000,38040,26-Feb-2019,65000,2018,1400,Auto,113363,18/04/2024,,,398,31302,1467,2160,2539,1,SUV
981,https://www.sgcarmart.com/used_cars/info.php?ID=1246031&DL=2976&utm_content=SLeligible,Toyota,135800,17080,24-Sep-2021,31802,2020,974,Auto,64000,18/04/2024,,,120,68310,2710,1797,1350,1,Hatchback
982,https://www.sgcarmart.com/used_cars/info.php?ID=1284278&DL=3210,Hyundai,125800,13980,06-Sep-2022,64000,2022,392,Auto,79903,18/04/2024,17054,17054,118,80000,3048,998,1429,1,Hatchback
983,https://www.sgcarmart.com/used_cars/info.php?ID=1290051&DL=2792,Honda,103888,14630,09-Sep-2020,52366,2020,742,Auto,38336,18/04/2024,20477,20668,123,35710,2311,1597,1237,2,Mid-Sized Sedan
984,https://www.sgcarmart.com/used_cars/info.php?ID=1279849&DL=3013,BMW,15800,14170,31-May-2010,198635,2010,1691,Auto,3743,18/04/2024,27236,27236,134,16784,397,1995,1390,4,Luxury Sedan
985,https://www.sgcarmart.com/used_cars/info.php?ID=1288944&DL=4074,Hyundai,57000,15340,07-Aug-2017,67888,2017,738,Auto,22807,18/04/2024,12739,12739,125,44002,1194,1591,1345,1,Mid-Sized Sedan
986,https://www.sgcarmart.com/used_cars/info.php?ID=1199190&DL=3359&utm_content=SLeligible,Ferrari,1053,90180,30-Jun-2022,1223,2021,3724,Auto,558019,18/04/2024,312769,628092,611,106001,2981,3855,1570,1,Sports Car
987,https://www.sgcarmart.com/used_cars/info.php?ID=1289166&DL=2080,Toyota,139800,22270,07-Nov-2019,,2019,974,Auto,46348,18/04/2024,,,134,40009,2014,1797,1630,2,MPV
988,https://www.sgcarmart.com/used_cars/info.php?ID=1290109&DL=3283,Honda,40800,14120,08-Nov-2016,78000,2016,682,Auto,18435,18/04/2024,19424,9424,130,50000,910,1496,1130,1,Stationwagon
