,LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
942,https://www.sgcarmart.com/used_cars/info.php?ID=1276895&DL=3137,Nissan,55800,15640,02-May-2017,66000,2017,508,Auto,25002,13/03/2024,18583,13583,51600,1133,1197,1285,2,SUV
943,https://www.sgcarmart.com/used_cars/info.php?ID=1272871&DL=4609,Mercedes-Benz,176666,24230,03-Sep-2020,77456,2020,586,Auto,52275,13/03/2024,33910,39474,35001,2340,1332,1610,2,SUV
944,https://www.sgcarmart.com/used_cars/info.php?ID=1266973&DL=1240&utm_content=SLeligible,Audi,133800,22540,30-Nov-2018,113088,2018,1194,Auto,53568,13/03/2024,44970,54958,32000,1706,1984,1795,1,SUV
945,https://www.sgcarmart.com/used_cars/info.php?ID=1278972&DL=1000&utm_content=SLeligible,Audi,180888,19980,28-Feb-2022,16800,2021,1194,Auto,106744,13/03/2024,,,93102,2589,1984,1565,1,Luxury
946,https://www.sgcarmart.com/used_cars/info.php?ID=1278593&DL=536,Lexus,,,07-Apr-2017,110500,2016,1792,Auto,,13/03/2024,36195,42673,54501,1099,2494,1615,1,Luxury Sedan
947,https://www.sgcarmart.com/used_cars/info.php?ID=1263585&DL=4077&utm_content=SLeligible,Honda,128000,28960,13-Aug-2008,95000,2008,1815,Manual,15463,13/03/2024,27009,27009,34991,1580,1998,1270,4,Sports Car
948,https://www.sgcarmart.com/used_cars/info.php?ID=1252812&DL=2804&utm_content=SLeligible,Honda,49800,21180,16-Oct-2015,99500,2015,1630,Auto,27573,13/03/2024,28685,32159,62101,577,2356,1855,1,MPV
949,https://www.sgcarmart.com/used_cars/info.php?ID=1274641&DL=2389,BMW,106800,19430,26-Jun-2018,117100,2018,1210,Auto,49462,13/03/2024,,,38700,1552,1998,1660,3,Luxury
950,https://www.sgcarmart.com/used_cars/info.php?ID=1254691&DL=3495&utm_content=SLeligible,BMW,60800,12670,30-Dec-2008,147000,2008,1812,Auto,15145,13/03/2024,41648,41648,31553,1736,1995,1390,6,Luxury Sedan
951,https://www.sgcarmart.com/used_cars/info.php?ID=1271478&DL=4092,Volvo,59588,16400,21-Dec-2016,,2016,1176,Auto,29775,13/03/2024,25901,28262,46229,1007,1969,1470,3,Hatchback
952,https://www.sgcarmart.com/used_cars/info.php?ID=1278697&DL=1354,Honda,93800,12750,10-May-2021,25339,2018,578,Auto,38114,13/03/2024,15860,5000,48002,2591,1317,1030,2,Hatchback
953,https://www.sgcarmart.com/used_cars/info.php?ID=1278460&DL=3283&utm_content=SLeligible,Audi,79000,11900,29-Nov-2010,,2010,5888,Auto,25369,13/03/2024,101419,101419,38216,2408,4163,1885,5,Luxury Sedan
954,https://www.sgcarmart.com/used_cars/info.php?ID=1278453&DL=1000&utm_content=SLeligible,Mercedes-Benz,153000,15290,13-Oct-2014,,2014,740,Auto,,13/03/2024,32856,27999,,0,1595,1425,3,Luxury Sedan
955,https://www.sgcarmart.com/used_cars/info.php?ID=1278043&DL=3757&utm_content=SLeligible,BMW,43800,14360,11-Apr-2012,82000,2012,890,Auto,18046,13/03/2024,27869,27869,29590,1103,1598,1310,2,Hatchback
956,https://www.sgcarmart.com/used_cars/info.php?ID=1247941&DL=2051&utm_content=SLeligible,Jaguar,144800,27010,15-Jun-2017,90000,2017,2380,Auto,91850,13/03/2024,78758,113765,55000,1186,2995,1856,2,SUV
957,https://www.sgcarmart.com/used_cars/info.php?ID=1224624&DL=3709&utm_content=SLeligible,MINI,68800,31190,20-Nov-2015,83300,2015,1210,Auto,28087,13/03/2024,32369,32317,61103,611,1998,1220,2,Sports Car
958,https://www.sgcarmart.com/used_cars/info.php?ID=1278585&DL=3381,Kia,59500,15030,28-Dec-2017,,2017,732,Auto,21830,13/03/2024,,,49000,1369,1580,1425,2,SUV
959,https://www.sgcarmart.com/used_cars/info.php?ID=1278835&DL=1399,Honda,37800,18630,26-May-2015,180000,2015,1630,Auto,26177,13/03/2024,27771,30880,76612,427,2356,1855,2,MPV
960,https://www.sgcarmart.com/used_cars/info.php?ID=1279019&DL=3642,Volkswagen,13388,11830,05-May-2010,168000,2010,868,Auto,3720,13/03/2024,15069,15069,16438,402,1390,1129,4,Hatchback
961,https://www.sgcarmart.com/used_cars/info.php?ID=1249489&DL=2975&utm_content=SLeligible,Audi,113500,15830,28-Aug-2020,73201,2019,392,Auto,39909,13/03/2024,21751,22452,35710,2344,999,1275,1,Hatchback
962,https://www.sgcarmart.com/used_cars/info.php?ID=1273679&DL=1135,Audi,115800,15990,17-Sep-2020,59857,2019,392,Auto,41997,13/03/2024,22278,23190,37766,2373,999,1280,1,Luxury Sedan
963,https://www.sgcarmart.com/used_cars/info.php?ID=1269584&DL=3934&utm_content=SLeligible,BMW,96000,11800,13-Jul-2012,113000,2012,890,Auto,51442,13/03/2024,29508,29508,63220,2957,1598,1315,6,Hatchback
964,https://www.sgcarmart.com/used_cars/info.php?ID=1278565&DL=2011,Peugeot,139800,15090,16-Sep-2022,36000,2022,508,Auto,90224,13/03/2024,21899,22659,86000,3102,1199,1320,1,SUV
965,https://www.sgcarmart.com/used_cars/info.php?ID=1279045&DL=4189&utm_content=SLeligible,Volkswagen,24888,10830,21-Oct-2011,220000,2011,806,Auto,10406,13/03/2024,27333,27333,22636,827,1390,1286,3,Hatchback
966,https://www.sgcarmart.com/used_cars/info.php?ID=1272420&DL=4460,Tesla,199888,22860,27-Aug-2021,,2021,5384,Auto,85994,13/03/2024,,,56100,2708,,1844,2,Luxury
967,https://www.sgcarmart.com/used_cars/info.php?ID=1244429&DL=3794&utm_content=SLeligible,Toyota,59800,27480,09-Oct-2015,135000,2015,1638,Auto,27398,13/03/2024,29412,33177,58190,550,2362,1790,1,MPV
968,https://www.sgcarmart.com/used_cars/info.php?ID=1278571&DL=1032,Kia,76800,14880,30-Jul-2018,39916,2018,1318,Auto,30515,13/03/2024,,,32551,1586,1685,1525,1,MPV
969,https://www.sgcarmart.com/used_cars/info.php?ID=1269389&DL=1339&utm_content=SLeligible,BMW,146800,29540,21-Dec-2017,97000,2017,1210,Auto,64428,13/03/2024,54822,70680,49000,1372,1998,1540,1,Luxury Sedan
970,https://www.sgcarmart.com/used_cars/info.php?ID=1274851&DL=4617,Mazda,79800,15060,14-Nov-2018,68000,2018,1210,Auto,27818,13/03/2024,18840,18840,31301,1700,1998,1515,2,Luxury Sedan
971,https://www.sgcarmart.com/used_cars/info.php?ID=1277957&DL=1000&utm_content=SLeligible,BMW,420888,54580,19-Mar-2020,30000,2019,4568,Auto,156789,13/03/2024,118320,184976,30012,2195,4395,1875,3,Sports Car
972,https://www.sgcarmart.com/used_cars/info.php?ID=1277908&DL=4211&utm_content=SLeligible,Toyota,66888,13370,05-Nov-2014,141383,2014,742,Auto,,13/03/2024,18650,13650,,1825,1598,1205,1,Mid-Sized Sedan
973,https://www.sgcarmart.com/used_cars/info.php?ID=1261891&DL=4254&utm_content=SLeligible,Nissan,104888,14800,18-Sep-2020,57000,2020,772,Auto,37204,13/03/2024,,,37766,2374,1198,1330,1,SUV
974,https://www.sgcarmart.com/used_cars/info.php?ID=1273969&DL=1368,Honda,110300,13540,27-Dec-2021,34164,2019,682,Auto,42252,13/03/2024,23274,9584,45001,2828,1496,1190,1,SUV
975,https://www.sgcarmart.com/used_cars/info.php?ID=1266106&DL=3495&utm_content=SLeligible,Honda,72800,15630,23-Mar-2018,114000,2018,742,Auto,30480,13/03/2024,19724,19724,41400,1469,1597,1249,1,Mid-Sized Sedan
976,https://www.sgcarmart.com/used_cars/info.php?ID=1254109&DL=1368&utm_content=SLeligible,Mercedes-Benz,212000,27300,22-Oct-2020,30258,2020,1202,Auto,74182,13/03/2024,,,40690,2408,1991,1825,1,SUV
977,https://www.sgcarmart.com/used_cars/info.php?ID=1272814&DL=2870,Honda,91388,13070,10-Dec-2020,31000,2020,578,Auto,32310,13/03/2024,16464,6464,40714,2436,1317,1070,1,Hatchback
978,https://www.sgcarmart.com/used_cars/info.php?ID=1224922&DL=2008&utm_content=SLeligible,BMW,77888,13840,28-Oct-2009,183000,2009,2694,Auto,21104,13/03/2024,52490,52490,37502,2039,2497,1525,,Sports Car
979,https://www.sgcarmart.com/used_cars/info.php?ID=1244984&DL=2943&utm_content=SLeligible,Honda,47600,15720,25-Jan-2017,86000,2016,682,Auto,19496,13/03/2024,,,57508,731,1496,1280,5,SUV
980,https://www.sgcarmart.com/used_cars/info.php?ID=1279055&DL=1127,Mercedes-Benz,126500,19460,20-Sep-2019,61200,2019,586,Auto,48382,13/03/2024,32855,37997,36001,2011,1332,1375,1,Hatchback
981,https://www.sgcarmart.com/used_cars/info.php?ID=1278525&DL=2655,Nissan,36888,16640,25-Sep-2015,122000,2015,1210,Auto,22023,13/03/2024,21934,22708,62140,546,1997,1626,1,SUV
982,https://www.sgcarmart.com/used_cars/info.php?ID=1269604&DL=3318&utm_content=SLeligible,Audi,96800,15400,25-Jun-2010,304000,2010,1672,Auto,21097,13/03/2024,41873,41873,33568,2281,1984,1515,2,Sports Car
983,https://www.sgcarmart.com/used_cars/info.php?ID=1255267&DL=4405&utm_content=SLeligible,Honda,57000,12530,30-Sep-2008,,2008,885,Auto,14716,13/03/2024,12388,12388,32339,1646,1339,1010,5,Hatchback
984,https://www.sgcarmart.com/used_cars/info.php?ID=1253014&DL=1264&utm_content=SLeligible,BMW,58800,17620,18-Oct-2016,122000,2016,1082,Auto,29020,13/03/2024,,,51507,944,1496,1480,2,MPV
985,https://www.sgcarmart.com/used_cars/info.php?ID=1274828&DL=1000&utm_content=SLeligible,Honda,105000,21450,10-Apr-2018,129000,2018,1630,Auto,40498,13/03/2024,30815,35141,39001,1467,2356,1858,1,MPV
986,https://www.sgcarmart.com/used_cars/info.php?ID=1278447&DL=3339,BMW,105888,18810,31-Aug-2018,57000,2018,684,Auto,45912,13/03/2024,36886,43641,34381,1617,1499,1430,1,SUV
987,https://www.sgcarmart.com/used_cars/info.php?ID=1276947&DL=4064,Hyundai,103800,14920,17-Jul-2020,42000,2019,600,Auto,34932,13/03/2024,18217,18217,33520,2313,1353,1240,1,Hatchback
988,https://www.sgcarmart.com/used_cars/info.php?ID=1276389&DL=3711,Audi,52800,17880,28-Apr-2016,105000,2016,624,Auto,28347,13/03/2024,34065,29691,49602,764,1395,1450,1,Luxury Sedan
989,https://www.sgcarmart.com/used_cars/info.php?ID=1277019&DL=4334&utm_content=SLeligible,Honda,80000,12500,06-Aug-2010,,2008,1369,Auto,21065,13/03/2024,9925,9925,32914,2313,1799,1380,4,MPV
990,https://www.sgcarmart.com/used_cars/info.php?ID=1207289&DL=4212&utm_content=SLeligible,Honda,99800,24190,28-Apr-2008,25000,2007,1815,Manual,16868,13/03/2024,24301,26732,40881,1494,1998,1390,6,Sports Car
991,https://www.sgcarmart.com/used_cars/info.php?ID=1242095&DL=3757&utm_content=SLeligible,Honda,66800,13900,01-Jun-2009,,2008,2442,Auto,15163,13/03/2024,37136,37136,31553,1738,2354,1680,5,MPV
992,https://www.sgcarmart.com/used_cars/info.php?ID=1271840&DL=2547,Toyota,82800,14710,25-Feb-2019,86400,2019,742,Auto,26457,13/03/2024,19741,19741,25501,1491,1598,1230,1,Mid-Sized Sedan
993,https://www.sgcarmart.com/used_cars/info.php?ID=1260405&DL=2277&utm_content=SLeligible,Toyota,57800,18010,14-Nov-2016,40700,2016,682,Auto,25252,13/03/2024,19386,19386,50991,970,1496,1350,1,MPV
994,https://www.sgcarmart.com/used_cars/info.php?ID=1142195&DL=2356&utm_content=SLeligible,Land,192800,26810,13-Jul-2020,30000,2019,1210,Auto,56550,13/03/2024,,,34989,2289,1997,1979,1,SUV
995,https://www.sgcarmart.com/used_cars/info.php?ID=1269048&DL=1244&utm_content=SLeligible,BMW,149900,19550,24-Jul-2020,57555,2020,1210,Auto,60533,13/03/2024,42149,51009,35001,2310,1998,1485,1,SUV
996,https://www.sgcarmart.com/used_cars/info.php?ID=1244819&DL=4317&utm_content=SLeligible,2018,78800,17320,15-Mar-2018,59000,2017,682,Auto,27996,13/03/2024,18885,18885,36890,1461,1496,1185,1,SUV
997,https://www.sgcarmart.com/used_cars/info.php?ID=1250714&DL=2793&utm_content=SLeligible,2019,85800,14650,11-Apr-2019,71000,2019,682,Auto,29995,13/03/2024,21944,22722,25501,1833,1496,1200,1,SUV
998,https://www.sgcarmart.com/used_cars/info.php?ID=1258739&DL=2870&utm_content=SLeligible,Toyota,98988,22150,31-Aug-2017,82000,2017,1638,Auto,46578,13/03/2024,37475,44465,51000,1252,2362,1790,2,MPV
999,https://www.sgcarmart.com/used_cars/info.php?ID=1267037&DL=2771&utm_content=SLeligible,BMW,101800,19860,27-Apr-2018,67643,2018,684,Auto,43256,13/03/2024,34147,39806,37330,1493,1499,1475,2,MPV
1000,https://www.sgcarmart.com/used_cars/info.php?ID=1233852&DL=2051&utm_content=SLeligible,BMW,129800,14940,19-Nov-2012,133000,2012,2834,Auto,93554,13/03/2024,40537,40537,107652,3165,2979,1440,4,Sports Car
1001,https://www.sgcarmart.com/used_cars/info.php?ID=1277963&DL=2728,Honda,61800,16140,15-Nov-2017,91221,2017,682,Auto,22355,13/03/2024,,,52000,1336,1496,1280,2,SUV
1002,https://www.sgcarmart.com/used_cars/info.php?ID=1198904&DL=3722&utm_content=SLeligible,Honda,43800,22080,08-Mar-2006,,2006,1815,Manual,10103,13/03/2024,20778,22856,50932,397,1998,1193,,Sports Car
1003,https://www.sgcarmart.com/used_cars/info.php?ID=1278504&DL=3283,BMW,32800,16730,21-Oct-2015,,2015,1082,Auto,15433,13/03/2024,,,55399,582,1496,1350,3,Hatchback
1004,https://www.sgcarmart.com/used_cars/info.php?ID=1278108&DL=4221,Mercedes-Benz,68555,17110,10-Jul-2017,80088,2017,740,Auto,30510,13/03/2024,25985,23379,46081,1191,1595,1425,3,Hatchback
1005,https://www.sgcarmart.com/used_cars/info.php?ID=1260592&DL=3214&utm_content=SLeligible,Toyota,94800,17030,14-Mar-2019,130000,2019,682,Auto,27264,13/03/2024,19217,19217,25689,1825,1496,1350,1,MPV
1006,https://www.sgcarmart.com/used_cars/info.php?ID=1261026&DL=4386,Mazda,68000,,12-Nov-2022,,1982,280,Manual,,13/03/2024,9951,9951,8325,3139,1146,1045,1,Sports Car
1007,https://www.sgcarmart.com/used_cars/info.php?ID=1215736&DL=3665&utm_content=SLeligible,Honda,65800,15090,27-Nov-2017,105000,2017,742,Auto,28725,13/03/2024,19726,19726,42902,1338,1597,1249,2,Mid-Sized Sedan
1008,https://www.sgcarmart.com/used_cars/info.php?ID=1278934&DL=2080&utm_content=SLeligible,Toyota,21800,9840,18-Jan-2007,,2006,2457,Auto,10206,13/03/2024,29897,32887,46048,798,2362,1540,5,Luxury Sedan
1009,https://www.sgcarmart.com/used_cars/info.php?ID=1275647&DL=3712,Mercedes-Benz,82000,26760,06-Apr-2016,115300,2015,1202,Auto,40127,13/03/2024,44002,53603,38610,733,1991,1735,1,SUV
1010,https://www.sgcarmart.com/used_cars/info.php?ID=1265492&DL=2397&utm_content=SLeligible,Mercedes-Benz,51800,13150,20-Feb-2008,120032,2007,1461,Auto,19926,13/03/2024,42793,47073,50578,1131,1796,1490,4,Luxury Sedan
1011,https://www.sgcarmart.com/used_cars/info.php?ID=1250505&DL=3283&utm_content=SLeligible,Lexus,91800,19890,14-Sep-2017,,2017,1210,Auto,46242,13/03/2024,37274,44184,50000,1275,1998,1620,3,Luxury Sedan
1012,https://www.sgcarmart.com/used_cars/info.php?ID=1278678&DL=1000&utm_content=SLeligible,MINI,72888,10720,29-Dec-2010,,2010,1039,Auto,25356,13/03/2024,18020,18020,37303,2465,1598,1100,4,Hatchback
1013,https://www.sgcarmart.com/used_cars/info.php?ID=1278243&DL=4189,Toyota,12888,15170,18-Jan-2010,,2009,1464,Auto,3352,13/03/2024,,,19732,4,1798,1370,5,Hatchback
1014,https://www.sgcarmart.com/used_cars/info.php?ID=1278268&DL=4457&utm_content=SLeligible,BMW,98800,12930,12-Apr-2013,145000,2013,816,Auto,35505,13/03/2024,33318,28646,46482,2773,1598,1405,2,Luxury Sedan
1015,https://www.sgcarmart.com/used_cars/info.php?ID=1271936&DL=1000&utm_content=SLeligible,MINI,179888,26530,14-Oct-2019,42000,2019,1210,Auto,69809,13/03/2024,50706,63271,40000,2035,1998,1600,3,Sports Car
1016,https://www.sgcarmart.com/used_cars/info.php?ID=1277921&DL=2563,Lexus,84800,26180,15-Jan-2016,158000,2015,1210,Auto,51301,13/03/2024,56216,73189,60001,366,1998,2070,1,SUV
1017,https://www.sgcarmart.com/used_cars/info.php?ID=1274762&DL=1198,Toyota,41800,21290,24-Apr-2015,123276,2015,1638,Auto,28449,13/03/2024,31594,36232,76612,395,2362,1750,1,MPV
1018,https://www.sgcarmart.com/used_cars/info.php?ID=1278079&DL=4473,Mercedes-Benz,148888,22610,13-Mar-2019,99000,2018,1202,Auto,67181,13/03/2024,55386,71695,33989,1497,1991,1605,1,Luxury Sedan
1019,https://www.sgcarmart.com/used_cars/info.php?ID=1278309&DL=2023,Mazda,66888,12440,31-Dec-2018,74000,2018,682,Auto,21999,13/03/2024,14275,14275,25000,1737,1496,1067,3,Hatchback
1020,https://www.sgcarmart.com/used_cars/info.php?ID=1243115&DL=3507&utm_content=SLeligible,Toyota,57000,16190,07-Feb-2017,92600,2016,742,Auto,26773,13/03/2024,19990,19990,50889,734,1598,1215,2,Mid-Sized Sedan
1021,https://www.sgcarmart.com/used_cars/info.php?ID=1265333&DL=4061&utm_content=SLeligible,Honda,44588,19690,31-Aug-2015,113000,2015,1630,Auto,26410,13/03/2024,28184,31458,62140,522,2356,1855,2,MPV
1022,https://www.sgcarmart.com/used_cars/info.php?ID=1230927&DL=4075&utm_content=SLeligible,Land,180800,32320,29-Sep-2017,40000,2017,2380,Auto,103433,13/03/2024,89117,132411,49012,1280,2995,1884,2,SUV
1023,https://www.sgcarmart.com/used_cars/info.php?ID=1278163&DL=3757&utm_content=SLeligible,Mitsubishi,115800,27250,12-Jun-2008,81000,2007,1815,Auto,16107,13/03/2024,27821,27821,37906,1529,1998,1420,3,Sports Car
1024,https://www.sgcarmart.com/used_cars/info.php?ID=1278254&DL=3564,Honda,104800,14700,09-Nov-2020,71500,2018,682,Auto,36276,13/03/2024,,,39000,2406,1496,1190,3,Stationwagon
1025,https://www.sgcarmart.com/used_cars/info.php?ID=1278131&DL=3004&utm_content=SLeligible,BMW,79800,12180,22-Dec-2010,114000,2010,1691,Auto,22894,13/03/2024,37548,37548,34935,2377,1995,1390,4,Sports Car
1026,https://www.sgcarmart.com/used_cars/info.php?ID=1266679&DL=2870&utm_content=SLeligible,BMW,134988,16030,11-Jun-2021,41000,2021,684,Auto,63439,13/03/2024,32653,37715,48510,2623,1499,1340,2,Hatchback
1027,https://www.sgcarmart.com/used_cars/info.php?ID=1273329&DL=4405,BMW,140800,32830,15-Feb-2017,,2016,1806,Auto,67781,13/03/2024,,,48209,761,1995,2040,2,SUV
1028,https://www.sgcarmart.com/used_cars/info.php?ID=1267912&DL=3008&utm_content=SLeligible,Toyota,91888,15420,26-Feb-2010,75000,2010,2839,Auto,22686,13/03/2024,27036,27036,38071,1857,2694,1705,3,SUV
1029,https://www.sgcarmart.com/used_cars/info.php?ID=1261087&DL=1213,Volvo,82000,17560,27-Feb-2018,45642,2017,684,Auto,30785,13/03/2024,23530,24942,36810,1128,1498,1454,1,Hatchback
1030,https://www.sgcarmart.com/used_cars/info.php?ID=1276636&DL=1344,Citroen,38800,13730,30-Jun-2016,117774,2015,1144,Auto,20515,13/03/2024,,,51301,826,1560,1359,2,MPV
1031,https://www.sgcarmart.com/used_cars/info.php?ID=1149165&DL=3858&utm_content=SLeligible,Volkswagen,169988,20680,20-Jan-2022,26800,2021,1795,Auto,75632,13/03/2024,,,82001,2561,,2166,1,SUV
1032,https://www.sgcarmart.com/used_cars/info.php?ID=1241768&DL=2356&utm_content=SLeligible,Audi,36800,17630,29-Jul-2015,,2015,624,Auto,21493,13/03/2024,30787,25102,55889,490,1395,1310,3,Luxury Sedan
1033,https://www.sgcarmart.com/used_cars/info.php?ID=1278016&DL=2870,Toyota,41988,14410,13-Jul-2016,116200,2016,742,Auto,21504,13/03/2024,16800,16800,49000,829,1598,1205,3,Mid-Sized Sedan
1034,https://www.sgcarmart.com/used_cars/info.php?ID=1279090&DL=4108,Hyundai,70988,16060,17-May-2018,81000,2018,600,Auto,20912,13/03/2024,17784,7784,37010,1523,1353,1240,2,Hatchback
1035,https://www.sgcarmart.com/used_cars/info.php?ID=1276966&DL=2804,Honda,32800,15200,25-Sep-2015,129300,2015,684,Auto,19190,13/03/2024,18965,18965,57089,546,1497,1160,1,MPV
1036,https://www.sgcarmart.com/used_cars/info.php?ID=1278949&DL=4225,Nissan,69000,12750,30-May-2019,50000,2019,508,Auto,17827,13/03/2024,13467,5000,27000,1891,1198,1048,2,Hatchback
1037,https://www.sgcarmart.com/used_cars/info.php?ID=1263891&DL=2356&utm_content=SLeligible,Honda,50500,19370,30-Dec-2015,192777,2015,1630,Auto,27582,13/03/2024,28114,31360,57501,641,2356,1855,2,MPV
1038,https://www.sgcarmart.com/used_cars/info.php?ID=1261434&DL=4189&utm_content=SLeligible,Porsche,369888,52490,30-Aug-2019,3000,2019,2380,Auto,143073,13/03/2024,107770,165986,34000,1981,2995,1815,1,Sports Car
1039,https://www.sgcarmart.com/used_cars/info.php?ID=1235585&DL=3647&utm_content=SLeligible,Porsche,205800,20570,06-Feb-2015,65200,2014,1194,Auto,,13/03/2024,61901,83422,,0,1984,1940,2,SUV
1040,https://www.sgcarmart.com/used_cars/info.php?ID=1274481&DL=2339,Nissan,107800,14830,12-Jan-2021,51000,2020,772,Auto,37360,13/03/2024,,,40609,2469,1198,1330,1,SUV
1041,https://www.sgcarmart.com/used_cars/info.php?ID=1260852&DL=3590&utm_content=SLeligible,BMW,135588,27090,05-Sep-2017,115000,2017,1210,Auto,71145,13/03/2024,64248,82647,50526,1247,1998,1615,2,Luxury Sedan
1042,https://www.sgcarmart.com/used_cars/info.php?ID=1277877&DL=1000,Lexus,38888,29790,27-Oct-2014,125000,2014,1792,Auto,24904,13/03/2024,34805,40727,73010,213,2494,1615,3,Luxury Sedan
1043,https://www.sgcarmart.com/used_cars/info.php?ID=1273054&DL=3318&utm_content=SLeligible,Nissan,55800,11150,22-May-2014,98000,2014,742,Auto,,13/03/2024,15243,10243,,1825,1598,1205,1,Mid-Sized Sedan
1044,https://www.sgcarmart.com/used_cars/info.php?ID=1277647&DL=3456,Nissan,30888,13630,21-Dec-2015,,2015,508,Auto,17502,13/03/2024,18454,13454,56989,642,1197,1285,1,SUV
1045,https://www.sgcarmart.com/used_cars/info.php?ID=1278130&DL=3998,Honda,12800,13390,26-Feb-2010,188941,2009,826,Auto,3159,13/03/2024,15632,15632,16519,32,1339,1070,6,Hatchback
1046,https://www.sgcarmart.com/used_cars/info.php?ID=1254896&DL=2097&utm_content=SLeligible,Toyota,75300,19130,29-Mar-2017,115012,2016,1196,Auto,38469,13/03/2024,33747,34246,53300,1100,1986,1610,2,SUV
1047,https://www.sgcarmart.com/used_cars/info.php?ID=1275385&DL=1024,Mercedes-Benz,163800,22780,19-Sep-2019,71000,2019,1202,Auto,78836,13/03/2024,57838,76109,39406,2010,1991,1640,2,Luxury Sedan
1048,https://www.sgcarmart.com/used_cars/info.php?ID=1273186&DL=1024,Mitsubishi,127800,17420,08-Oct-2020,33000,2020,1210,Auto,45459,13/03/2024,24720,26608,38802,2374,1998,1480,1,SUV
1049,https://www.sgcarmart.com/used_cars/info.php?ID=1274880&DL=3271,Audi,108800,17970,28-Feb-2019,40000,2018,1194,Auto,45655,13/03/2024,33726,39217,36667,1494,1984,1480,1,Luxury Sedan
1050,https://www.sgcarmart.com/used_cars/info.php?ID=1277532&DL=1000&utm_content=SLeligible,Audi,158000,18860,30-Jun-2021,25000,2020,1194,Auto,72862,13/03/2024,,,58001,2651,1984,1515,3,Luxury
1051,https://www.sgcarmart.com/used_cars/info.php?ID=1278591&DL=1000&utm_content=SLeligible,Nissan,114888,13550,24-May-2022,22000,2021,714,Auto,63757,13/03/2024,,,70901,2980,1198,1220,2,Hatchback
1052,https://www.sgcarmart.com/used_cars/info.php?ID=1179149&DL=2469&utm_content=SLeligible,Suzuki,55800,12030,27-Mar-2009,,2008,1812,Auto,,13/03/2024,20301,20301,32279,1678,1995,1555,5,SUV
1053,https://www.sgcarmart.com/used_cars/info.php?ID=1195646&DL=2493,Porsche,108800,55790,13-Mar-2015,,2014,2382,Auto,60015,13/03/2024,74630,106334,68668,37,2997,1940,1,SUV
1054,https://www.sgcarmart.com/used_cars/info.php?ID=1278686&DL=2875&utm_content=SLeligible,Audi,90000,15310,27-Jan-2010,190000,2009,6309,Auto,23191,13/03/2024,65276,65276,39463,1828,4163,1750,,Sports Car
1055,https://www.sgcarmart.com/used_cars/info.php?ID=1250711&DL=3451&utm_content=SLeligible,Mercedes-Benz,80388,17860,25-Oct-2017,89000,2017,740,Auto,35663,13/03/2024,31880,31632,41761,1306,1595,1430,1,Stationwagon
1056,https://www.sgcarmart.com/used_cars/info.php?ID=1274999&DL=2440,MINI,19800,13280,09-Sep-2010,122000,2010,1039,Auto,4939,13/03/2024,17638,17638,16570,521,1598,1100,6,Hatchback
1057,https://www.sgcarmart.com/used_cars/info.php?ID=1251699&DL=1103&utm_content=SLeligible,Nissan,43800,11910,16-Nov-2007,,2007,1026,Auto,15440,13/03/2024,13199,14519,41994,1337,1498,1110,1,Mid-Sized Sedan
1058,https://www.sgcarmart.com/used_cars/info.php?ID=1278499&DL=2192,Nissan,45300,15840,26-Apr-2016,82000,2016,1210,Auto,24061,13/03/2024,22509,23513,47000,762,1997,1626,1,SUV
1059,https://www.sgcarmart.com/used_cars/info.php?ID=1278663&DL=4601&utm_content=SLeligible,Mitsubishi,21800,16310,15-Jul-2010,180000,2009,958,Auto,4395,13/03/2024,17035,17035,16438,486,1499,1313,4,Mid-Sized Sedan
1060,https://www.sgcarmart.com/used_cars/info.php?ID=1278736&DL=2984,BMW,109800,15460,31-Dec-2019,,2019,684,Auto,49233,13/03/2024,34427,40198,32889,2102,1499,1490,1,MPV
1061,https://www.sgcarmart.com/used_cars/info.php?ID=1226461&DL=1054&utm_content=SLeligible,Volkswagen,177800,19920,14-Apr-2022,23562,2022,1194,Auto,104562,13/03/2024,29487,33282,98389,2950,1984,1678,1,SUV
1062,https://www.sgcarmart.com/used_cars/info.php?ID=1278476&DL=1000&utm_content=SLeligible,BMW,168888,20400,22-Jun-2012,103000,2012,5482,Auto,78675,13/03/2024,95294,95294,95025,3018,4395,1870,5,Sports Car
1063,https://www.sgcarmart.com/used_cars/info.php?ID=1242084&DL=2541&utm_content=SLeligible,BMW,104800,16650,29-Jun-2010,101000,2009,3307,Auto,21134,13/03/2024,57247,57247,33568,2285,2979,1525,5,Sports Car
1064,https://www.sgcarmart.com/used_cars/info.php?ID=1248819&DL=3318&utm_content=SLeligible,Suzuki,90800,12280,18-Dec-2020,34000,2020,392,Auto,35473,13/03/2024,15458,15458,35287,2464,998,940,1,Hatchback
1065,https://www.sgcarmart.com/used_cars/info.php?ID=1277824&DL=3426,Mercedes-Benz,200800,21610,15-Apr-2022,29100,2020,586,Auto,103755,13/03/2024,42705,51787,80210,2951,1332,1485,1,SUV
