,LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
2240,https://www.sgcarmart.com/used_cars/info.php?ID=1220278&DL=3648&utm_content=SLeligible,Peugeot,72777,15670,19-Dec-2017,99000,2017,742,Auto,36417,13/03/2024,28942,27519,49189,1370,1598,1300,1,SUV
2241,https://www.sgcarmart.com/used_cars/info.php?ID=1277842&DL=1368&utm_content=SLeligible,Mercedes-Benz,102800,13460,19-Dec-2011,147130,2011,1266,Auto,46278,13/03/2024,53979,53979,60586,2773,1796,1650,6,Luxury Sedan
2242,https://www.sgcarmart.com/used_cars/info.php?ID=1278743&DL=3875,Audi,67000,17500,27-Oct-2016,99500,2015,976,Auto,39536,13/03/2024,39435,42209,54200,943,1798,1645,4,Luxury Sedan
2243,https://www.sgcarmart.com/used_cars/info.php?ID=1271483&DL=4382,Mercedes-Benz,147800,28660,27-Jul-2017,88000,2016,2382,Auto,84456,13/03/2024,72475,102455,53001,1218,2996,1735,3,Sports Car
2244,https://www.sgcarmart.com/used_cars/info.php?ID=1274135&DL=2976,Mercedes-Benz,398800,52120,12-Feb-2020,12264,2019,3922,Auto,156605,13/03/2024,115771,180388,36000,1834,3982,1800,2,Sports Car
2245,https://www.sgcarmart.com/used_cars/info.php?ID=1143172&DL=3351&utm_content=SLeligible,Porsche,445000,46310,08-Apr-2022,14000,2021,2380,Auto,186475,13/03/2024,91898,142176,98889,2925,2995,2105,1,SUV
2246,https://www.sgcarmart.com/used_cars/info.php?ID=1240146&DL=3518&utm_content=SLeligible,Mercedes-Benz,68800,21350,21-Jul-2016,121000,2016,740,Auto,35440,13/03/2024,35787,37102,56000,857,1595,1425,3,Luxury Sedan
2247,https://www.sgcarmart.com/used_cars/info.php?ID=1277678&DL=4536,Audi,192000,23770,26-Feb-2021,55000,2020,1194,Auto,74756,13/03/2024,43706,53189,50100,2222,1984,1795,1,SUV
2248,https://www.sgcarmart.com/used_cars/info.php?ID=1275392&DL=3259,Honda,78988,14470,19-Dec-2018,69000,2018,742,Auto,27425,13/03/2024,19964,19964,28199,1735,1597,1249,2,Mid-Sized Sedan
2249,https://www.sgcarmart.com/used_cars/info.php?ID=1279008&DL=3811,Honda,43888,15660,08-Aug-2016,18500,2016,684,Auto,18799,13/03/2024,17502,12502,47020,855,1497,1096,1,Mid-Sized Sedan
2250,https://www.sgcarmart.com/used_cars/info.php?ID=1263909&DL=2976&utm_content=SLeligible,Toyota,124800,29850,13-Jun-2017,112400,2017,1792,Auto,53689,13/03/2024,45431,55604,54000,1155,2494,2065,3,MPV
2251,https://www.sgcarmart.com/used_cars/info.php?ID=1277248&DL=3456,Honda,31500,15170,21-Dec-2015,77000,2015,682,Auto,14895,13/03/2024,19227,9227,55399,642,1496,1190,2,SUV
2252,https://www.sgcarmart.com/used_cars/info.php?ID=1267884&DL=4077&utm_content=SLeligible,BMW,125000,30360,20-Sep-2016,140000,2016,2362,Auto,72827,13/03/2024,69405,96929,58201,916,2979,2025,3,SUV
2253,https://www.sgcarmart.com/used_cars/info.php?ID=1277761&DL=3545&utm_content=SLeligible,Audi,92000,15300,18-Mar-2010,,2010,1672,Auto,21298,13/03/2024,48022,48022,35416,2194,1984,1740,6,SUV
2254,https://www.sgcarmart.com/used_cars/info.php?ID=1277899&DL=2984,Volvo,18800,,06-Jun-2014,110000,2013,1144,Auto,12751,13/03/2024,,,71335,63,1560,1549,4,Luxury
2255,https://www.sgcarmart.com/used_cars/info.php?ID=1245088&DL=3647&utm_content=SLeligible,Renault,90800,15310,30-Mar-2019,71000,2019,766,Auto,36565,13/03/2024,25065,27091,32909,1831,1618,1392,2,Hatchback
2256,https://www.sgcarmart.com/used_cars/info.php?ID=1207350&DL=3175&utm_content=SLeligible,Porsche,213000,32500,14-Feb-2011,135000,2010,4665,Auto,22894,13/03/2024,109015,109015,34935,2377,3605,1760,6,Sports Car
2257,https://www.sgcarmart.com/used_cars/info.php?ID=1201525&DL=2541&utm_content=SLeligible,Volkswagen,84800,11100,30-Nov-2011,141000,2011,806,Auto,35505,13/03/2024,27337,27337,46482,2773,1390,1286,5,Hatchback
2258,https://www.sgcarmart.com/used_cars/info.php?ID=1275483&DL=3047,Honda,81800,13940,09-Oct-2019,48211,2018,682,Auto,26166,13/03/2024,,,36001,2010,1496,1080,2,Hatchback
2259,https://www.sgcarmart.com/used_cars/info.php?ID=1240333&DL=2296&utm_content=SLeligible,MINI,113800,17890,05-Jul-2019,24000,2019,684,Auto,50741,13/03/2024,32504,37506,42564,1916,1499,1265,2,Sports Car
2260,https://www.sgcarmart.com/used_cars/info.php?ID=1261224&DL=3597&utm_content=SLeligible,Honda,123000,15110,03-Sep-2021,47856,2021,742,Auto,49913,13/03/2024,20004,20006,46689,2705,1597,1237,1,Mid-Sized Sedan
2261,https://www.sgcarmart.com/used_cars/info.php?ID=1278212&DL=4016,BMW,43800,15500,08-Sep-2016,155563,2016,1082,Auto,19093,13/03/2024,,,51506,885,1496,1350,2,Hatchback
2262,https://www.sgcarmart.com/used_cars/info.php?ID=1273664&DL=2757,BMW,192800,21870,10-Aug-2021,34888,2021,1210,Auto,87590,13/03/2024,49607,61450,56001,2682,1998,1495,1,Luxury Sedan
2263,https://www.sgcarmart.com/used_cars/info.php?ID=1238195&DL=2023&utm_content=SLeligible,Chevrolet,50888,12620,30-Aug-2017,79000,2017,604,Auto,27587,13/03/2024,14362,14362,52751,1251,1362,1440,1,Mid-Sized Sedan
2264,https://www.sgcarmart.com/used_cars/info.php?ID=1277676&DL=4221,Mazda,53800,13590,18-Aug-2017,68888,2017,682,Auto,25393,13/03/2024,19381,14381,46778,1249,1496,1329,3,Hatchback
2265,https://www.sgcarmart.com/used_cars/info.php?ID=1246413&DL=2754&utm_content=SLeligible,Jaguar,449800,40870,27-Sep-2023,5000,2022,1210,Auto,198272,13/03/2024,73371,119428,144640,3468,1997,1596,1,Sports Car
2266,https://www.sgcarmart.com/used_cars/info.php?ID=1261656&DL=3801&utm_content=SLeligible,Toyota,231888,28930,03-Mar-2021,26959,2019,1792,Auto,77921,13/03/2024,,,49778,2227,2493,2110,1,MPV
2267,https://www.sgcarmart.com/used_cars/info.php?ID=1087814&DL=3665&utm_content=SLeligible,BMW,323800,,23-Mar-2022,31000,2018,2362,Manual,,13/03/2024,50272,62490,83889,2929,2979,1570,1,Sports Car
2268,https://www.sgcarmart.com/used_cars/info.php?ID=1225900&DL=3451&utm_content=SLeligible,BMW,98888,17690,06-Aug-2018,99000,2018,684,Auto,43818,13/03/2024,35811,42136,32551,1583,1499,1430,2,SUV
2269,https://www.sgcarmart.com/used_cars/info.php?ID=1275699&DL=3048&utm_content=SLeligible,Honda,23800,13020,10-Jan-2011,133000,2009,958,Auto,6969,13/03/2024,16603,16603,19069,642,1497,1150,3,Mid-Sized Sedan
2270,https://www.sgcarmart.com/used_cars/info.php?ID=1274799&DL=2855,Chrysler,81800,17830,26-Jul-2016,76000,2015,3330,Auto,61116,13/03/2024,59541,79174,57501,852,3604,1972,1,Luxury Sedan
2271,https://www.sgcarmart.com/used_cars/info.php?ID=1259746&DL=3283&utm_content=SLeligible,2018,77800,16990,27-Jun-2018,55000,2018,974,Auto,21428,13/03/2024,,,33900,1553,1797,1440,2,SUV
2272,https://www.sgcarmart.com/used_cars/info.php?ID=1259692&DL=3750&utm_content=SLeligible,Nissan,28800,9550,20-Mar-2007,181000,2006,2679,Auto,15187,13/03/2024,27946,30741,50347,1101,2488,1690,,SUV
2273,https://www.sgcarmart.com/used_cars/info.php?ID=1232862&DL=4523&utm_content=SLeligible,Toyota,148800,19480,26-Mar-2021,25338,2020,1784,Auto,50733,13/03/2024,,,47001,2557,2487,1570,2,Luxury
2274,https://www.sgcarmart.com/used_cars/info.php?ID=1250650&DL=2356&utm_content=SLeligible,Infiniti,53800,14440,29-Mar-2017,,2016,1048,Auto,28304,13/03/2024,,,50789,1100,1461,1485,1,Hatchback
2275,https://www.sgcarmart.com/used_cars/info.php?ID=1244977&DL=1034&utm_content=SLeligible,Honda,61800,18310,09-Jun-2017,68021,2017,682,Auto,20414,13/03/2024,,,53001,1161,1496,1280,2,SUV
2276,https://www.sgcarmart.com/used_cars/info.php?ID=1182242&DL=1189&utm_content=SLeligible,SEAT,111800,14140,22-Oct-2021,20000,2021,392,Auto,46441,13/03/2024,22452,8433,52709,2773,999,1210,1,SUV
2277,https://www.sgcarmart.com/used_cars/info.php?ID=1264446&DL=3954&utm_content=SLeligible,Honda,84000,15860,01-Nov-2018,108500,2018,742,Auto,27799,13/03/2024,20612,20857,28457,1678,1597,1249,2,Mid-Sized Sedan
2278,https://www.sgcarmart.com/used_cars/info.php?ID=1273005&DL=3648,Mercedes-Benz,106777,24420,20-Jul-2017,,2016,1202,Auto,49363,13/03/2024,41355,49897,50526,1221,1991,1735,3,SUV
2279,https://www.sgcarmart.com/used_cars/info.php?ID=1232645&DL=1073&utm_content=SLeligible,Mitsubishi,51800,14220,31-Mar-2017,91000,2017,1210,Auto,27252,13/03/2024,16945,16945,53300,1102,1998,1417,1,SUV
2280,https://www.sgcarmart.com/used_cars/info.php?ID=1236810&DL=2911&utm_content=SLeligible,Toyota,83800,16720,07-Sep-2018,66788,2018,974,Auto,26135,13/03/2024,,,31001,1614,1797,1360,2,Hatchback
2281,https://www.sgcarmart.com/used_cars/info.php?ID=1278609&DL=3100&utm_content=SLeligible,Toyota,50800,11250,17-Sep-2008,158500,2008,1023,Auto,14601,13/03/2024,12790,12790,32339,1643,1496,1130,3,Mid-Sized Sedan
2282,https://www.sgcarmart.com/used_cars/info.php?ID=1216535&DL=4460&utm_content=SLeligible,Volvo,193888,24580,12-Mar-2021,28000,2021,1176,Auto,64321,13/03/2024,36983,43777,45001,2226,1969,1757,2,SUV
2283,https://www.sgcarmart.com/used_cars/info.php?ID=1270450&DL=1344&utm_content=SLeligible,Mercedes-Benz,67800,12590,31-Jul-2009,,2009,1113,Auto,16426,13/03/2024,37022,37022,30512,1952,1597,1500,3,Luxury Sedan
2284,https://www.sgcarmart.com/used_cars/info.php?ID=1210361&DL=4386&utm_content=SLeligible,Rolls-Royce,2280,218710,11-Aug-2022,2650,2022,8250,Auto,731314,13/03/2024,503590,878462,86102,3048,6749,2500,1,Luxury Sedan
2285,https://www.sgcarmart.com/used_cars/info.php?ID=1264500&DL=3647&utm_content=SLeligible,BMW,165800,32960,23-Oct-2017,99000,2017,2384,Auto,78492,13/03/2024,67516,93529,49012,1314,2998,1595,3,Luxury Sedan
2286,https://www.sgcarmart.com/used_cars/info.php?ID=1278229&DL=4300&utm_content=SLeligible,Subaru,82888,18940,28-Jul-2008,,2008,2625,Manual,16140,13/03/2024,33046,33046,36888,1584,2457,1505,5,Sports Car
2287,https://www.sgcarmart.com/used_cars/info.php?ID=1277987&DL=3283,Mitsubishi,49800,12370,09-Jan-2018,,2017,506,Auto,19443,13/03/2024,13474,5000,42339,1371,1193,940,2,Mid-Sized Sedan
2288,https://www.sgcarmart.com/used_cars/info.php?ID=1257433&DL=4071&utm_content=SLeligible,Nissan,31800,14390,10-Dec-2015,120848,2015,508,Auto,17158,13/03/2024,18454,13454,56001,611,1197,1285,3,SUV
2289,https://www.sgcarmart.com/used_cars/info.php?ID=1217709&DL=3901&utm_content=SLeligible,Hyundai,60800,13350,14-Oct-2008,142000,2008,1815,Auto,15198,13/03/2024,17663,17663,33377,1647,1998,1552,4,Luxury Sedan
2290,https://www.sgcarmart.com/used_cars/info.php?ID=1261013&DL=3546&utm_content=SLeligible,Mercedes-Benz,114800,20230,26-Dec-2018,24900,2018,586,Auto,39909,13/03/2024,31288,35804,31001,1732,1332,1375,2,Hatchback
2291,https://www.sgcarmart.com/used_cars/info.php?ID=1222251&DL=4430&utm_content=SLeligible,Kia,113800,15720,24-Sep-2020,47930,2020,600,Auto,43758,13/03/2024,21556,22179,41510,2370,1353,1323,2,SUV
2292,https://www.sgcarmart.com/used_cars/info.php?ID=1278145&DL=3043,Mercedes-Benz,142800,20490,13-Feb-2020,33700,2019,586,Auto,53433,13/03/2024,36294,42812,36000,1825,1332,1420,1,Luxury Sedan
2293,https://www.sgcarmart.com/used_cars/info.php?ID=1278792&DL=4331,Volvo,130800,24550,08-Aug-2018,50000,2018,1176,Auto,46163,13/03/2024,38070,45298,32809,1585,1969,1841,2,SUV
2294,https://www.sgcarmart.com/used_cars/info.php?ID=1196257&DL=3495&utm_content=SLeligible,BMW,58800,15980,28-Jun-2017,97000,2017,1082,Auto,22170,13/03/2024,,,42801,1189,1496,1350,3,Hatchback
2295,https://www.sgcarmart.com/used_cars/info.php?ID=1273869&DL=4454,Hyundai,134000,15240,12-May-2022,22388,2022,732,Auto,72207,13/03/2024,,,70901,2958,1580,1376,1,SUV
2296,https://www.sgcarmart.com/used_cars/info.php?ID=1265780&DL=1213,Audi,101800,16900,25-Jul-2019,40300,2018,392,Auto,30963,13/03/2024,21572,22201,26667,1946,999,1275,1,Hatchback
2297,https://www.sgcarmart.com/used_cars/info.php?ID=1278837&DL=4074,Hyundai,55000,13120,07-Dec-2017,122400,2017,738,Auto,25261,13/03/2024,11981,11981,46791,1338,1591,1345,1,Mid-Sized Sedan
2298,https://www.sgcarmart.com/used_cars/info.php?ID=1245625&DL=2485&utm_content=SLeligible,Mercedes-Benz,128800,19910,19-Sep-2019,63000,2019,586,Auto,48138,13/03/2024,32681,37754,35906,2010,1332,1375,1,Hatchback
2299,https://www.sgcarmart.com/used_cars/info.php?ID=1278505&DL=1000&utm_content=SLeligible,BMW,388888,36160,28-Dec-2022,5100,2022,2384,Auto,201169,13/03/2024,,,108006,3194,2998,2095,1,SUV
2300,https://www.sgcarmart.com/used_cars/info.php?ID=1278439&DL=3700,Subaru,90800,17310,28-Dec-2018,65000,2018,1208,Auto,26159,13/03/2024,15583,15583,31809,1734,1995,1591,1,SUV
2301,https://www.sgcarmart.com/used_cars/info.php?ID=1259936&DL=3626&utm_content=SLeligible,2015,43888,17580,29-Sep-2015,88000,2015,1628,Auto,27811,13/03/2024,29593,33431,61010,550,2354,1574,1,SUV
2302,https://www.sgcarmart.com/used_cars/info.php?ID=1263397&DL=1108&utm_content=SLeligible,2006,28800,13370,09-May-2006,170200,2006,1315,Auto,9916,13/03/2024,23891,26281,46048,765,1998,1543,3,SUV
2303,https://www.sgcarmart.com/used_cars/info.php?ID=1265288&DL=1000&utm_content=SLeligible,BMW,218800,29050,23-Sep-2011,54810,2011,3071,Manual,43776,13/03/2024,48319,48319,58124,2744,2979,1495,1,Sports Car
2304,https://www.sgcarmart.com/used_cars/info.php?ID=1254013&DL=3892&utm_content=SLeligible,Honda,125800,15670,23-Dec-2021,21000,2021,682,Auto,68818,13/03/2024,,,80989,2834,1496,1200,1,Stationwagon
2305,https://www.sgcarmart.com/used_cars/info.php?ID=1263073&DL=3350&utm_content=SLeligible,BMW,380800,32630,26-Jul-2023,8135,2022,5588,Auto,205259,13/03/2024,,,121000,3407,,2365,1,SUV
2306,https://www.sgcarmart.com/used_cars/info.php?ID=1271948&DL=2080,Opel,138825,15660,25-Nov-2022,18000,2022,508,Auto,82624,13/03/2024,20000,5000,90589,3161,1199,1220,1,SUV
2307,https://www.sgcarmart.com/used_cars/info.php?ID=1277411&DL=3863,Toyota,81800,13110,29-Nov-2019,66844,2019,682,Auto,28805,13/03/2024,13787,13787,32309,2070,1496,1085,1,Mid-Sized Sedan
2308,https://www.sgcarmart.com/used_cars/info.php?ID=1259348&DL=1073&utm_content=SLeligible,Jaguar,65800,17720,13-May-2016,103000,2015,1212,Auto,43987,13/03/2024,44936,54911,51010,769,1999,1585,1,Luxury Sedan
2309,https://www.sgcarmart.com/used_cars/info.php?ID=1278071&DL=4412&utm_content=SLeligible,Mercedes-Benz,54800,11210,09-Feb-2009,175000,2008,1461,Auto,15324,13/03/2024,35961,35961,31335,1468,1796,1485,3,Luxury Sedan
2310,https://www.sgcarmart.com/used_cars/info.php?ID=1239786&DL=1400&utm_content=SLeligible,Mercedes-Benz,239800,22690,10-Oct-2023,2380,2020,586,Auto,173516,13/03/2024,37747,44846,146002,3471,1332,1725,1,SUV
2311,https://www.sgcarmart.com/used_cars/info.php?ID=1271519&DL=1000,Land,60000,,20-Aug-2014,93810,2014,1212,Auto,41818,13/03/2024,58859,77947,65301,156,1999,1720,1,SUV
2312,https://www.sgcarmart.com/used_cars/info.php?ID=1278804&DL=3946,Mazda,49800,13280,29-May-2017,83000,2017,682,Auto,24248,13/03/2024,19359,14359,46489,1160,1496,1331,1,Mid-Sized Sedan
2313,https://www.sgcarmart.com/used_cars/info.php?ID=1273903&DL=1429&utm_content=SLeligible,Honda,47888,12590,18-Jan-2008,148000,2007,1467,Auto,19717,13/03/2024,23245,25570,51850,1373,1799,1350,1,MPV
2314,https://www.sgcarmart.com/used_cars/info.php?ID=1278173&DL=3486,Audi,151900,21270,12-Aug-2020,10000,2020,624,Auto,46937,13/03/2024,27743,30841,37102,2319,1395,1545,1,SUV
2315,https://www.sgcarmart.com/used_cars/info.php?ID=1278055&DL=3954,Toyota,38888,19040,20-Aug-2015,132000,2015,1196,Auto,21344,13/03/2024,25800,23120,60101,521,1986,1610,4,SUV
2316,https://www.sgcarmart.com/used_cars/info.php?ID=1234713&DL=2976&utm_content=SLeligible,Toyota,101800,13330,24-Aug-2021,43260,2020,392,Auto,38530,13/03/2024,19508,5000,46689,2705,996,970,1,SUV
2317,https://www.sgcarmart.com/used_cars/info.php?ID=1255654&DL=2080&utm_content=SLeligible,2016,57800,16320,28-Sep-2016,,2016,1628,Auto,34048,13/03/2024,28995,32593,57002,914,2354,1574,1,SUV
2318,https://www.sgcarmart.com/used_cars/info.php?ID=1199215&DL=2793&utm_content=SLeligible,Mazda,117800,14600,15-Nov-2021,49852,2021,682,Auto,49868,13/03/2024,,,53709,2796,1496,1397,1,Mid-Sized
2319,https://www.sgcarmart.com/used_cars/info.php?ID=1276150&DL=4217,Nissan,30800,13380,20-Nov-2015,,2015,742,Auto,18493,13/03/2024,16439,16439,56001,611,1598,1205,2,Mid-Sized Sedan
2320,https://www.sgcarmart.com/used_cars/info.php?ID=1278259&DL=1000&utm_content=SLeligible,Toyota,21888,16640,07-Jul-2010,153000,2009,2293,Auto,4414,13/03/2024,38200,38200,16784,458,2362,1950,3,MPV
2321,https://www.sgcarmart.com/used_cars/info.php?ID=1272019&DL=1094,Mercedes-Benz,169800,19710,19-Oct-2021,34749,2021,586,Auto,83154,13/03/2024,34222,39911,70002,2770,1332,1485,2,SUV
2322,https://www.sgcarmart.com/used_cars/info.php?ID=1278797&DL=3980&utm_content=SLeligible,Honda,135999,13590,11-Mar-2014,86456,2014,1630,Auto,,13/03/2024,30422,34591,,0,2356,1855,2,MPV
2323,https://www.sgcarmart.com/used_cars/info.php?ID=1273614&DL=2025,Kia,32888,13600,28-Dec-2015,129984,2015,738,Auto,19585,13/03/2024,17044,17044,56989,639,1591,1295,1,Mid-Sized Sedan
2324,https://www.sgcarmart.com/used_cars/info.php?ID=1216694&DL=4454&utm_content=SLeligible,Maserati,88000,21570,11-Apr-2008,160388,2007,6498,Auto,16677,13/03/2024,123562,123562,40881,1468,4244,1880,4,Sports Car
2325,https://www.sgcarmart.com/used_cars/info.php?ID=1260679&DL=4059&utm_content=SLeligible,Porsche,288800,28860,23-Jul-2014,85000,2014,1194,Auto,,13/03/2024,59920,79856,,0,1984,1940,5,SUV
2326,https://www.sgcarmart.com/used_cars/info.php?ID=1223866&DL=1107&utm_content=SLeligible,Volvo,68800,15240,21-Dec-2017,78158,2017,684,Auto,30472,13/03/2024,25458,22642,41761,1372,1498,1558,2,Luxury Sedan
2327,https://www.sgcarmart.com/used_cars/info.php?ID=1275200&DL=1107,2018,75800,16500,30-Jun-2018,75021,2018,974,Auto,22738,13/03/2024,,,37000,1556,1797,1440,1,SUV
2328,https://www.sgcarmart.com/used_cars/info.php?ID=1242269&DL=3587&utm_content=SLeligible,Kia,129888,13910,25-Apr-2023,3642,2022,392,Auto,99157,13/03/2024,,,103721,3316,998,1288,1,SUV
2329,https://www.sgcarmart.com/used_cars/info.php?ID=1264126&DL=3647&utm_content=SLeligible,Suzuki,36800,14020,20-May-2016,63000,2015,610,Auto,17869,13/03/2024,17354,12354,47889,796,1373,1025,1,Mid-Sized Sedan
2330,https://www.sgcarmart.com/used_cars/info.php?ID=1279080&DL=1000&utm_content=SLeligible,Toyota,93800,22520,21-Jun-2017,112000,2017,1638,Auto,44312,13/03/2024,34489,40285,55414,1192,2362,1775,1,MPV
2331,https://www.sgcarmart.com/used_cars/info.php?ID=1238975&DL=1000,Jaguar,,,02-Oct-1991,360000,1986,,Auto,,13/03/2024,35500,53250,33018,1833,2919,,,Luxury Sedan
2332,https://www.sgcarmart.com/used_cars/info.php?ID=1218097&DL=2493&utm_content=SLeligible,Honda,34300,16540,16-Dec-2015,,2015,684,Auto,15579,13/03/2024,15417,10417,56001,637,1498,1046,1,Hatchback
2333,https://www.sgcarmart.com/used_cars/info.php?ID=1205954&DL=3712&utm_content=SLeligible,Mercedes-Benz,47000,15410,01-Jun-2007,179000,2007,3573,Auto,15352,13/03/2024,81044,89149,50347,1103,2997,1850,3,Luxury Sedan
2334,https://www.sgcarmart.com/used_cars/info.php?ID=1278980&DL=2799,Honda,60800,15850,19-Apr-2017,96000,2015,682,Auto,32054,13/03/2024,22413,23379,54405,1130,1496,1510,2,MPV
2335,https://www.sgcarmart.com/used_cars/info.php?ID=1207174&DL=3003&utm_content=SLeligible,Toyota,650888,,23-Aug-2021,,2019,5464,Auto,,13/03/2024,,,64901,2714,4968,2370,1,Luxury
2336,https://www.sgcarmart.com/used_cars/info.php?ID=1278036&DL=1068&utm_content=SLeligible,Honda,79800,13270,18-Mar-2010,151000,2009,1369,Auto,21298,13/03/2024,23348,23348,35416,2194,1799,1410,5,SUV
2337,https://www.sgcarmart.com/used_cars/info.php?ID=1271556&DL=1000&utm_content=SLeligible,BMW,91800,16530,31-May-2010,,2010,3307,Auto,21070,13/03/2024,61131,61131,37941,2012,2979,1700,6,Luxury Sedan
2338,https://www.sgcarmart.com/used_cars/info.php?ID=1250513&DL=1418&utm_content=SLeligible,Honda,136800,22990,17-May-2019,114000,2019,1630,Auto,51486,13/03/2024,31072,35501,48010,1888,2356,1858,1,MPV
2339,https://www.sgcarmart.com/used_cars/info.php?ID=1206820&DL=3956,BMW,31888,,23-May-2014,99000,2014,1210,Auto,20772,13/03/2024,40665,38931,68103,69,1997,1365,2,Sports Car
2340,https://www.sgcarmart.com/used_cars/info.php?ID=1209785&DL=1073&utm_content=SLeligible,Honda,78800,14080,10-Jun-2019,50000,2018,,Auto,32642,13/03/2024,,,48000,1892,1496,1080,1,Hatchback
2341,https://www.sgcarmart.com/used_cars/info.php?ID=1272325&DL=1000&utm_content=SLeligible,Ferrari,488888,74600,27-Oct-2010,34000,2010,6619,Auto,22894,13/03/2024,337128,337128,34935,2377,4497,1515,,Sports Car
2342,https://www.sgcarmart.com/used_cars/info.php?ID=1257329&DL=1111&utm_content=SLeligible,Porsche,299800,78230,22-Sep-2016,102000,2016,2364,Auto,135508,13/03/2024,129095,204371,51010,918,2981,1520,2,Sports Car
2343,https://www.sgcarmart.com/used_cars/info.php?ID=1275994&DL=4419,Kia,120800,15840,24-Feb-2021,66000,2020,600,Auto,47981,13/03/2024,20946,21325,46002,2220,1353,1323,3,SUV
2344,https://www.sgcarmart.com/used_cars/info.php?ID=1278577&DL=3570,Mercedes-Benz,169888,18600,19-Apr-2022,21555,2022,586,Auto,77942,13/03/2024,33048,38268,60761,2955,1332,1410,1,Luxury Sedan
2345,https://www.sgcarmart.com/used_cars/info.php?ID=1177272&DL=3602&utm_content=SLeligible,Mercedes-Benz,169800,24980,17-Dec-2019,76000,2019,1202,Auto,62783,13/03/2024,42557,51580,41805,2098,1991,1705,1,SUV
2346,https://www.sgcarmart.com/used_cars/info.php?ID=1229462&DL=4506&utm_content=SLeligible,Maserati,95800,20290,01-Jun-2009,120000,2009,6498,Auto,15163,13/03/2024,108999,108999,32121,1707,4244,1880,,Sports Car
2347,https://www.sgcarmart.com/used_cars/info.php?ID=1184191&DL=2469,MINI,26800,,29-Aug-2014,161430,2014,1210,Auto,15695,13/03/2024,30675,24945,70002,155,1998,1175,3,Sports Car
2348,https://www.sgcarmart.com/used_cars/info.php?ID=1275380&DL=3282,Audi,65800,15200,29-Nov-2017,93300,2017,392,Auto,27633,13/03/2024,26245,18743,41617,1340,999,1275,1,Hatchback
2349,https://www.sgcarmart.com/used_cars/info.php?ID=1274745&DL=2051,Lamborghini,718000,120560,31-Oct-2018,7500,2018,3944,Auto,237884,13/03/2024,192376,318277,32552,1677,3996,2320,1,SUV
2350,https://www.sgcarmart.com/used_cars/info.php?ID=1222780&DL=3350&utm_content=SLeligible,Mercedes-Benz,415800,38530,21-Jun-2023,75,2021,1734,Auto,182171,13/03/2024,,,102002,3382,1950,2165,1,SUV
2351,https://www.sgcarmart.com/used_cars/info.php?ID=1278953&DL=4443,Chevrolet,8300,13060,25-Feb-2010,,2009,1039,Auto,1943,13/03/2024,12673,12673,15287,218,1598,1388,,Mid-Sized Sedan
2352,https://www.sgcarmart.com/used_cars/info.php?ID=1259771&DL=3318&utm_content=SLeligible,Volkswagen,88800,13050,11-Jan-2011,166000,2010,2550,Auto,27708,13/03/2024,,,40714,2468,1968,1431,4,Hatchback
2353,https://www.sgcarmart.com/used_cars/info.php?ID=1267470&DL=2958&utm_content=SLeligible,Mitsubishi,80000,12210,17-Jul-2020,56088,2019,506,Auto,25048,13/03/2024,15039,5039,33520,2313,1193,915,2,Hatchback
2354,https://www.sgcarmart.com/used_cars/info.php?ID=1251981&DL=3137&utm_content=SLeligible,Honda,42800,15460,05-Nov-2015,195000,2015,1210,Auto,28930,13/03/2024,30479,34671,59889,577,1997,1530,3,Luxury Sedan
2355,https://www.sgcarmart.com/used_cars/info.php?ID=1263050&DL=2029&utm_content=SLeligible,Honda,102800,15150,15-Jul-2020,,2018,682,Auto,32283,13/03/2024,,,34989,2311,1496,1190,1,Stationwagon
2356,https://www.sgcarmart.com/used_cars/info.php?ID=1243164&DL=2007&utm_content=SLeligible,Mercedes-Benz,180800,20940,20-Aug-2021,46000,2021,586,Auto,81799,13/03/2024,41497,50096,60001,2711,1332,1425,1,Luxury Sedan
2357,https://www.sgcarmart.com/used_cars/info.php?ID=1221244&DL=1400&utm_content=SLeligible,Volkswagen,149800,15520,31-Jul-2023,7200,Auto,392,"$8,332",95608,13/03/2024,8332,,95202,3412,999,1369,,SUV
2358,https://www.sgcarmart.com/used_cars/info.php?ID=1253721&DL=3968&utm_content=SLeligible,Audi,155800,20510,28-Sep-2020,34000,2020,624,Auto,59140,13/03/2024,36487,43082,40989,2374,1395,1470,2,Sports Car
2359,https://www.sgcarmart.com/used_cars/info.php?ID=1254983&DL=2239&utm_content=SLeligible,Bentley,438800,54510,12-Jun-2019,88000,2018,3940,Auto,249842,13/03/2024,185176,305317,39728,1894,3993,2417,3,Luxury Sedan
2360,https://www.sgcarmart.com/used_cars/info.php?ID=1245380&DL=3464&utm_content=SLeligible,Honda,62777,13530,01-Nov-2008,,2008,1467,Auto,14972,13/03/2024,23035,23035,32279,1678,1799,1219,2,Mid-Sized Sedan
