,DEPRE_VALUE_PER_YEAR,PREDICTED_DEPRE,RECOMMENDED,LISTING_URL
2173,15970.0,16722.515807838394,True,https://www.sgcarmart.com/used_cars/info.php?ID=1188902&DL=2391&utm_content=SLeligible
2178,15510.0,16917.07562576218,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257177&DL=3283&utm_content=SLeligible
2179,13620.0,16361.72295053786,True,https://www.sgcarmart.com/used_cars/info.php?ID=1264995&DL=3915&utm_content=SLeligible
2186,14990.0,18332.953294955125,True,https://www.sgcarmart.com/used_cars/info.php?ID=1246326&DL=1240&utm_content=SLeligible
2187,11840.0,13951.347806554873,True,https://www.sgcarmart.com/used_cars/info.php?ID=1262833&DL=3004&utm_content=SLeligible
2188,20210.0,20265.337761752944,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274678&DL=2817
2189,15460.0,16876.243557396276,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278197&DL=3214
2194,37340.0,47951.18377431846,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278132&DL=4252
2196,16660.0,18941.78229373918,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274627&DL=2341
2200,13100.0,13211.086641966482,True,https://www.sgcarmart.com/used_cars/info.php?ID=1251404&DL=2428&utm_content=SLeligible
2202,10890.0,12440.079201960834,True,https://www.sgcarmart.com/used_cars/info.php?ID=1279027&DL=3175&utm_content=SLeligible
2206,16790.0,16921.817076101823,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260278&DL=2189&utm_content=SLeligible
2208,13580.0,13993.244831243512,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278604&DL=3074
2212,18220.0,20567.509719757585,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276545&DL=1368
2215,20930.0,23453.64833189773,True,https://www.sgcarmart.com/used_cars/info.php?ID=1270328&DL=3811
2219,15000.0,16817.654278361777,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274102&DL=1418
2221,23150.0,25594.01175667843,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278257&DL=3853
2222,18850.0,18938.008025247716,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272388&DL=3416
2224,16610.0,16912.314599815858,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260310&DL=3887&utm_content=SLeligible
2226,12690.0,12690.939107177259,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278107&DL=1351
2227,17020.0,19714.94355147448,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257594&DL=4221&utm_content=SLeligible
2229,16980.0,18098.202484637663,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266674&DL=4356&utm_content=SLeligible
2231,13300.0,13599.459089021431,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266219&DL=2023&utm_content=SLeligible
2234,27510.0,43760.47116689509,True,https://www.sgcarmart.com/used_cars/info.php?ID=1238630&DL=3648&utm_content=SLeligible
2236,16200.0,16406.875725549977,True,https://www.sgcarmart.com/used_cars/info.php?ID=1262672&DL=3008&utm_content=SLeligible
2239,12610.0,15401.792830506867,True,https://www.sgcarmart.com/used_cars/info.php?ID=1241928&DL=2885&utm_content=SLeligible
2240,15670.0,16367.812904927527,True,https://www.sgcarmart.com/used_cars/info.php?ID=1220278&DL=3648&utm_content=SLeligible
2242,17500.0,19763.9287336573,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278743&DL=3875
2243,28660.0,32623.209498885964,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271483&DL=4382
2244,52120.0,55527.67824664054,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274135&DL=2976
2247,23770.0,23971.229657530475,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277678&DL=4536
2248,14470.0,15292.373746728299,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275392&DL=3259
2249,15660.0,17862.0686155861,True,https://www.sgcarmart.com/used_cars/info.php?ID=1279008&DL=3811
2251,15170.0,17531.23151572553,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277248&DL=3456
2255,15310.0,17576.53429021847,True,https://www.sgcarmart.com/used_cars/info.php?ID=1245088&DL=3647&utm_content=SLeligible
2257,11100.0,13270.737331590288,True,https://www.sgcarmart.com/used_cars/info.php?ID=1201525&DL=2541&utm_content=SLeligible
2259,17890.0,20091.312456815558,True,https://www.sgcarmart.com/used_cars/info.php?ID=1240333&DL=2296&utm_content=SLeligible
2260,15110.0,15127.0302413383,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261224&DL=3597&utm_content=SLeligible
2262,21870.0,24817.319084024082,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273664&DL=2757
2264,13590.0,15635.541103799285,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277676&DL=4221
2268,17690.0,18972.26253419083,True,https://www.sgcarmart.com/used_cars/info.php?ID=1225900&DL=3451&utm_content=SLeligible
2270,17830.0,33375.92440052358,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274799&DL=2855
2279,14220.0,14674.047343009555,True,https://www.sgcarmart.com/used_cars/info.php?ID=1232645&DL=1073&utm_content=SLeligible
2281,11250.0,11850.844580981695,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278609&DL=3100&utm_content=SLeligible
2284,218710.0,221427.33573857948,True,https://www.sgcarmart.com/used_cars/info.php?ID=1210361&DL=4386&utm_content=SLeligible
2288,14390.0,15596.494442797062,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257433&DL=4071&utm_content=SLeligible
2291,15720.0,16462.521936849174,True,https://www.sgcarmart.com/used_cars/info.php?ID=1222251&DL=4430&utm_content=SLeligible
2308,17720.0,22636.36627718269,True,https://www.sgcarmart.com/used_cars/info.php?ID=1259348&DL=1073&utm_content=SLeligible
2309,11210.0,12123.145247944241,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278071&DL=4412&utm_content=SLeligible
2312,13280.0,14302.2968785878,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278804&DL=3946
2323,13600.0,14647.064644565158,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273614&DL=2025
2324,21570.0,27296.246913400955,True,https://www.sgcarmart.com/used_cars/info.php?ID=1216694&DL=4454&utm_content=SLeligible
2326,15240.0,15972.075976140739,True,https://www.sgcarmart.com/used_cars/info.php?ID=1223866&DL=1107&utm_content=SLeligible
2329,14020.0,16435.824483042157,True,https://www.sgcarmart.com/used_cars/info.php?ID=1264126&DL=3647&utm_content=SLeligible
2333,15410.0,20061.970686859615,True,https://www.sgcarmart.com/used_cars/info.php?ID=1205954&DL=3712&utm_content=SLeligible
2343,15840.0,16962.411382114744,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275994&DL=4419
2344,18600.0,19726.621679709988,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278577&DL=3570
2353,12210.0,12845.694791277652,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267470&DL=2958&utm_content=SLeligible
2354,15460.0,19139.78554265424,True,https://www.sgcarmart.com/used_cars/info.php?ID=1251981&DL=3137&utm_content=SLeligible
2356,20940.0,21363.29810471857,True,https://www.sgcarmart.com/used_cars/info.php?ID=1243164&DL=2007&utm_content=SLeligible
2358,20510.0,21166.38930495169,True,https://www.sgcarmart.com/used_cars/info.php?ID=1253721&DL=3968&utm_content=SLeligible
2363,87620.0,89241.2286002428,True,https://www.sgcarmart.com/used_cars/info.php?ID=1100257&DL=3116&utm_content=SLeligible
2368,13180.0,13716.446704985385,True,https://www.sgcarmart.com/used_cars/info.php?ID=1245284&DL=2563&utm_content=SLeligible
2371,18480.0,18699.872692545683,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278226&DL=3414
2379,17960.0,21735.187043668473,True,https://www.sgcarmart.com/used_cars/info.php?ID=1234300&DL=1034&utm_content=SLeligible
2382,13610.0,14127.381259261747,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265135&DL=4464&utm_content=SLeligible
2384,21180.0,24553.65038868431,True,https://www.sgcarmart.com/used_cars/info.php?ID=1243662&DL=3931&utm_content=SLeligible
2385,31880.0,32758.91880307972,True,https://www.sgcarmart.com/used_cars/info.php?ID=1232856&DL=3350&utm_content=SLeligible
2386,13710.0,15180.205114381883,True,https://www.sgcarmart.com/used_cars/info.php?ID=1231243&DL=2870&utm_content=SLeligible
2391,14410.0,14777.629088885147,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278077&DL=1213
2392,13910.0,13936.393702189875,True,https://www.sgcarmart.com/used_cars/info.php?ID=1226518&DL=3794&utm_content=SLeligible
2397,27910.0,28736.966699928173,True,https://www.sgcarmart.com/used_cars/info.php?ID=1258420&DL=1009&utm_content=SLeligible
2401,12360.0,15300.154728893973,True,https://www.sgcarmart.com/used_cars/info.php?ID=1262365&DL=3887&utm_content=SLeligible
2402,17480.0,19181.153612316335,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266652&DL=3810&utm_content=SLeligible
2403,16690.0,38585.25553292889,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274109&DL=3350
2405,20800.0,21534.103926864973,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260588&DL=2391&utm_content=SLeligible
2406,13210.0,13915.366698637376,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277027&DL=3287
2412,13210.0,14756.147510362138,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277461&DL=1429
2413,15490.0,16230.03208282098,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278536&DL=1068
2418,13380.0,13504.850001520983,True,https://www.sgcarmart.com/used_cars/info.php?ID=1234630&DL=3456&utm_content=SLeligible
2420,37830.0,40296.058500147425,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277742&DL=1000&utm_content=SLeligible
2421,13400.0,13962.357695073548,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269710&DL=2870&utm_content=SLeligible
2422,13330.0,14013.550681709406,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260000&DL=3518&utm_content=SLeligible
2430,21960.0,22215.429947077206,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277855&DL=2689
2432,17150.0,23681.724242237873,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278796&DL=2097
2433,18910.0,19851.81269951569,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273925&DL=2976
2443,59980.0,62424.82926169748,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278595&DL=4311
2444,21950.0,22253.41641093179,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278874&DL=2875
2448,11650.0,12261.020417173513,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267516&DL=1068&utm_content=SLeligible
2451,29930.0,37378.29849609545,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278010&DL=2875&utm_content=SLeligible
2462,14520.0,16110.909802374368,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272095&DL=3968
2465,14720.0,16286.821866764927,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266650&DL=1339&utm_content=SLeligible
2471,19370.0,23679.792828970752,True,https://www.sgcarmart.com/used_cars/info.php?ID=1180720&DL=3863&utm_content=SLeligible
2472,17860.0,18249.345658312694,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261432&DL=3451&utm_content=SLeligible
2479,17080.0,18923.89075827291,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261665&DL=3214&utm_content=SLeligible
2490,21290.0,22321.09356110016,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266977&DL=2626&utm_content=SLeligible
2492,11840.0,12796.284626895907,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260785&DL=3860&utm_content=SLeligible
2498,16930.0,19731.22183752662,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278301&DL=1000&utm_content=SLeligible
2503,13830.0,13991.614609014377,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269099&DL=1135&utm_content=SLeligible
2508,11350.0,15052.60037089452,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278745&DL=3160&utm_content=SLeligible
2516,11290.0,12143.120886384255,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260155&DL=3004&utm_content=SLeligible
2520,15590.0,16281.49629285396,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273325&DL=2870
2521,14120.0,14534.098484507831,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278195&DL=4162
2522,18550.0,21624.98154959412,True,https://www.sgcarmart.com/used_cars/info.php?ID=1224488&DL=4383&utm_content=SLeligible
2524,14630.0,15292.702396408476,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273237&DL=4383
2531,18400.0,19644.44752303942,True,https://www.sgcarmart.com/used_cars/info.php?ID=1250203&DL=3613&utm_content=SLeligible
2532,13920.0,14462.745255526752,True,https://www.sgcarmart.com/used_cars/info.php?ID=1270478&DL=4550&utm_content=SLeligible
2533,12570.0,12813.934686105538,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274836&DL=4184&utm_content=SLeligible
2536,17700.0,17957.087509323024,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276794&DL=2397
2537,22610.0,24996.311105405093,True,https://www.sgcarmart.com/used_cars/info.php?ID=1240750&DL=3214&utm_content=SLeligible
2540,29030.0,37253.33786408036,True,https://www.sgcarmart.com/used_cars/info.php?ID=1242311&DL=3648&utm_content=SLeligible
2543,19050.0,19442.149525531768,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278134&DL=3100
2548,19420.0,19607.757660060135,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271085&DL=1213
2549,11850.0,13121.14679570607,True,https://www.sgcarmart.com/used_cars/info.php?ID=1241204&DL=4454&utm_content=SLeligible
2555,13910.0,14886.570476067165,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278876&DL=2875
2557,14030.0,17648.97865778227,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278773&DL=3382
2558,17430.0,19448.3135862741,True,https://www.sgcarmart.com/used_cars/info.php?ID=1247590&DL=3276&utm_content=SLeligible
2559,13750.0,15820.294067429633,True,https://www.sgcarmart.com/used_cars/info.php?ID=1264191&DL=4517&utm_content=SLeligible
2564,19990.0,21494.223748150816,True,https://www.sgcarmart.com/used_cars/info.php?ID=1220812&DL=3350&utm_content=SLeligible
2566,14020.0,14701.163569541302,True,https://www.sgcarmart.com/used_cars/info.php?ID=1235815&DL=2023&utm_content=SLeligible
2568,34710.0,36921.64681126295,True,https://www.sgcarmart.com/used_cars/info.php?ID=1211213&DL=2604&utm_content=SLeligible
2569,13120.0,14159.434032990936,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261758&DL=4433&utm_content=SLeligible
2570,13830.0,15691.145940187354,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278907&DL=3626
2573,15730.0,16143.969464561247,True,https://www.sgcarmart.com/used_cars/info.php?ID=1251523&DL=2434&utm_content=SLeligible
2575,19420.0,23504.956512787092,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271374&DL=1360&utm_content=SLeligible
2577,15660.0,16354.172368682608,True,https://www.sgcarmart.com/used_cars/info.php?ID=1251691&DL=4114&utm_content=SLeligible
2582,17910.0,21016.78847448534,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277372&DL=4604
2587,18770.0,19265.658443785014,True,https://www.sgcarmart.com/used_cars/info.php?ID=1228196&DL=1189&utm_content=SLeligible
2589,12900.0,15254.094298752185,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265649&DL=4609&utm_content=SLeligible
2590,10690.0,12505.26469007794,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274943&DL=1198&utm_content=SLeligible
2598,12430.0,13014.040190868975,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278350&DL=3614&utm_content=SLeligible
2604,23350.0,40874.44081349214,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265880&DL=1000&utm_content=SLeligible
2613,14030.0,14874.663866754814,True,https://www.sgcarmart.com/used_cars/info.php?ID=1259383&DL=2913&utm_content=SLeligible
2617,14530.0,15130.180630431554,True,https://www.sgcarmart.com/used_cars/info.php?ID=1249128&DL=3959&utm_content=SLeligible
2623,17100.0,18118.18506407749,True,https://www.sgcarmart.com/used_cars/info.php?ID=1254666&DL=3507&utm_content=SLeligible
2625,13470.0,15018.835445781024,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257755&DL=3175&utm_content=SLeligible
2627,11290.0,12210.4022670435,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274852&DL=3283&utm_content=SLeligible
2628,16010.0,18584.467252814193,True,https://www.sgcarmart.com/used_cars/info.php?ID=1256822&DL=3350&utm_content=SLeligible
2648,12310.0,12709.740580225553,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278923&DL=2341&utm_content=SLeligible
2655,16590.0,16702.460543273144,True,https://www.sgcarmart.com/used_cars/info.php?ID=1254997&DL=3282&utm_content=SLeligible
2656,11020.0,11044.200571054495,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267623&DL=1194&utm_content=SLeligible
2658,17820.0,18844.3193266345,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267722&DL=2757&utm_content=SLeligible
2660,15520.0,15936.313323641076,True,https://www.sgcarmart.com/used_cars/info.php?ID=1254228&DL=1155&utm_content=SLeligible
2665,25770.0,30366.31641247358,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278994&DL=4120&utm_content=SLeligible
2667,13050.0,14703.159961334895,True,https://www.sgcarmart.com/used_cars/info.php?ID=1228856&DL=3954&utm_content=SLeligible
2669,18590.0,19188.48463902513,True,https://www.sgcarmart.com/used_cars/info.php?ID=1255565&DL=3722&utm_content=SLeligible
2671,17510.0,21259.06265925104,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269005&DL=1000&utm_content=SLeligible
2672,65820.0,73732.34105378819,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271015&DL=4075&utm_content=SLeligible
2679,15300.0,17128.78053882516,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268040&DL=1027&utm_content=SLeligible
2683,17590.0,17762.004266859505,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272049&DL=1000&utm_content=SLeligible
2686,12800.0,20841.400851354036,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278474&DL=4343&utm_content=SLeligible
2689,15820.0,16916.75589391576,True,https://www.sgcarmart.com/used_cars/info.php?ID=1201944&DL=2469&utm_content=SLeligible
2691,13440.0,13635.236782701042,True,https://www.sgcarmart.com/used_cars/info.php?ID=1207108&DL=2096&utm_content=SLeligible
2692,13620.0,13796.065252236818,True,https://www.sgcarmart.com/used_cars/info.php?ID=1244593&DL=3791&utm_content=SLeligible
2696,23900.0,32536.180902046483,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278332&DL=1172
2697,13090.0,14424.751878238363,True,https://www.sgcarmart.com/used_cars/info.php?ID=1198415&DL=2077&utm_content=SLeligible
2700,9550.0,12844.846006722924,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278042&DL=4013&utm_content=SLeligible
2704,12890.0,14959.754288707667,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278823&DL=4561
2707,24650.0,26096.67470580742,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278877&DL=2875
2708,15310.0,18368.316346566102,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278816&DL=2494
2709,26560.0,26585.750228576388,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278292&DL=2277
2720,16430.0,16466.568833519643,True,https://www.sgcarmart.com/used_cars/info.php?ID=1259107&DL=3759&utm_content=SLeligible
2721,13670.0,22241.220360975643,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274646&DL=1194
2723,21070.0,21418.744415007048,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278951&DL=3100
2729,17580.0,17667.970098338836,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268756&DL=3570&utm_content=SLeligible
2733,12930.0,15087.22517272423,True,https://www.sgcarmart.com/used_cars/info.php?ID=1262168&DL=2976&utm_content=SLeligible
2736,10830.0,13387.688760238161,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278109&DL=1360&utm_content=SLeligible
2742,15060.0,17121.073643040614,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278642&DL=4120
2743,14510.0,15421.184024300634,True,https://www.sgcarmart.com/used_cars/info.php?ID=1268490&DL=3004&utm_content=SLeligible
2749,11570.0,11794.449330098956,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278902&DL=2875&utm_content=SLeligible
2750,20840.0,24525.220993608975,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272570&DL=1095&utm_content=SLeligible
2751,16730.0,17353.445759172755,True,https://www.sgcarmart.com/used_cars/info.php?ID=1245113&DL=3283&utm_content=SLeligible
2755,20240.0,21666.602079684406,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266190&DL=3100&utm_content=SLeligible
2756,15280.0,15785.066450937327,True,https://www.sgcarmart.com/used_cars/info.php?ID=1270390&DL=3811&utm_content=SLeligible
2757,12880.0,13957.594390199829,True,https://www.sgcarmart.com/used_cars/info.php?ID=1274586&DL=2296
2763,15920.0,17876.113175463015,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278379&DL=3456
2767,12420.0,13332.988028028682,True,https://www.sgcarmart.com/used_cars/info.php?ID=1269169&DL=3034&utm_content=SLeligible
2772,100260.0,107460.25175119357,True,https://www.sgcarmart.com/used_cars/info.php?ID=1241594&DL=3350&utm_content=SLeligible
2773,29110.0,29552.94129095488,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278930&DL=4631&utm_content=SLeligible
2775,12240.0,17240.670453495877,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261436&DL=4558&utm_content=SLeligible
2780,13180.0,16306.050407766179,True,https://www.sgcarmart.com/used_cars/info.php?ID=1229845&DL=2077&utm_content=SLeligible
2787,18480.0,21045.960355402498,True,https://www.sgcarmart.com/used_cars/info.php?ID=1253229&DL=4413&utm_content=SLeligible
2788,18720.0,18973.86978108629,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261352&DL=1073&utm_content=SLeligible
2791,15070.0,16474.90464578332,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278799&DL=3447
2792,13220.0,14329.91819642267,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273720&DL=1001
2798,19920.0,22646.598598064815,True,https://www.sgcarmart.com/used_cars/info.php?ID=1254701&DL=1067&utm_content=SLeligible
2801,30290.0,30412.733606219746,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275835&DL=3968
2806,11280.0,12117.395938679958,True,https://www.sgcarmart.com/used_cars/info.php?ID=1226715&DL=3495&utm_content=SLeligible
2810,15090.0,17808.577833479383,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273263&DL=2689
2811,17920.0,18832.246743570995,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275364&DL=4157
2815,17070.0,17143.770803365685,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278580&DL=3647
2821,19520.0,21109.996106191506,True,https://www.sgcarmart.com/used_cars/info.php?ID=1232630&DL=3648&utm_content=SLeligible
2823,10730.0,12655.793164031744,True,https://www.sgcarmart.com/used_cars/info.php?ID=1257204&DL=1073&utm_content=SLeligible
2831,10790.0,15583.058135886204,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265475&DL=4412&utm_content=SLeligible
2832,72230.0,110226.60558174795,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278249&DL=4398
2833,11780.0,11995.43461384733,True,https://www.sgcarmart.com/used_cars/info.php?ID=1273729&DL=2984
2834,18280.0,19245.198980619953,True,https://www.sgcarmart.com/used_cars/info.php?ID=1267723&DL=2303&utm_content=SLeligible
2841,15920.0,18312.906708295337,True,https://www.sgcarmart.com/used_cars/info.php?ID=1246399&DL=4445&utm_content=SLeligible
2844,19960.0,20409.795067589115,True,https://www.sgcarmart.com/used_cars/info.php?ID=1271479&DL=3648
2846,10580.0,16925.234054905497,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272760&DL=3561
2858,16140.0,19775.417003138227,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277915&DL=4578
2862,13330.0,14225.116962392502,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278098&DL=2014
2870,15270.0,16485.75781448324,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272573&DL=2303
2874,14630.0,17525.20699093207,True,https://www.sgcarmart.com/used_cars/info.php?ID=1277223&DL=4457
2875,12900.0,18698.553786737528,True,https://www.sgcarmart.com/used_cars/info.php?ID=1266814&DL=3283&utm_content=SLeligible
2877,12970.0,13296.368354625818,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272747&DL=3163&utm_content=SLeligible
2882,19490.0,20833.228120957396,True,https://www.sgcarmart.com/used_cars/info.php?ID=1252767&DL=2485&utm_content=SLeligible
2896,31440.0,55322.41420246777,True,https://www.sgcarmart.com/used_cars/info.php?ID=1263875&DL=4458
2900,19980.0,20254.685101524312,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272640&DL=1240
2902,104080.0,126872.31568244842,True,https://www.sgcarmart.com/used_cars/info.php?ID=1207865&DL=2511&utm_content=SLeligible
2903,22240.0,24943.06417058883,True,https://www.sgcarmart.com/used_cars/info.php?ID=1244712&DL=3283&utm_content=SLeligible
2908,30880.0,34120.60225324627,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278689&DL=4147
2911,14610.0,14943.342384538828,True,https://www.sgcarmart.com/used_cars/info.php?ID=1265541&DL=3282&utm_content=SLeligible
2912,23400.0,26000.86925038813,True,https://www.sgcarmart.com/used_cars/info.php?ID=1260519&DL=2515&utm_content=SLeligible
2913,17420.0,18963.1980847388,True,https://www.sgcarmart.com/used_cars/info.php?ID=1243157&DL=4558&utm_content=SLeligible
2915,14400.0,14908.252065059587,True,https://www.sgcarmart.com/used_cars/info.php?ID=1259596&DL=2870&utm_content=SLeligible
2917,20820.0,24924.111533717205,True,https://www.sgcarmart.com/used_cars/info.php?ID=1276485&DL=3915
2918,13280.0,13748.40143854588,True,https://www.sgcarmart.com/used_cars/info.php?ID=1237972&DL=2397&utm_content=SLeligible
2919,16170.0,17394.032834671147,True,https://www.sgcarmart.com/used_cars/info.php?ID=1262458&DL=2023&utm_content=SLeligible
2925,32160.0,34309.69984848026,True,https://www.sgcarmart.com/used_cars/info.php?ID=1261006&DL=1079&utm_content=SLeligible
2930,12930.0,14163.12974623833,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272257&DL=1000&utm_content=SLeligible
2931,16110.0,17368.195920474598,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278880&DL=3481
2932,15350.0,15715.954620415054,True,https://www.sgcarmart.com/used_cars/info.php?ID=1275902&DL=3863
2937,17070.0,17170.87389626737,True,https://www.sgcarmart.com/used_cars/info.php?ID=1199424&DL=3507&utm_content=SLeligible
2944,80650.0,96390.0354592375,True,https://www.sgcarmart.com/used_cars/info.php?ID=1213510&DL=1400&utm_content=SLeligible
2949,24310.0,25551.618736517903,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278387&DL=3754
2950,20730.0,20829.32406863522,True,https://www.sgcarmart.com/used_cars/info.php?ID=1192236&DL=4319&utm_content=SLeligible
2951,15440.0,16501.28913380976,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278840&DL=1238
2952,26260.0,27895.97579868254,True,https://www.sgcarmart.com/used_cars/info.php?ID=1272493&DL=1000&utm_content=SLeligible
2954,17400.0,17535.034900864273,True,https://www.sgcarmart.com/used_cars/info.php?ID=1278089&DL=4638
2955,14120.0,14721.81655346513,True,https://www.sgcarmart.com/used_cars/info.php?ID=1253453&DL=2885&utm_content=SLeligible
